,ten_san_pham,thanh_phan_hoat_chat,dang_bao_che,dang_dong_goi,khoi_luong_the_tich,cong_dung,han_dung,so_dang_ky
836,AQUA-DOX,Doxycycline,Dạng bột,"Gói, Thùng","5g, 10g, 25g,
50g, 100g,
200g, 250g,
500g, 1kg, 2kg, 5kg, 10kg, 20kg, 25kg",Điều trị bệnh đỏ thân trên tôm gây ra bởi vi khuẩn Vibrio alginolyticus.,24 tháng,"HCM.TS86
-06"
837,AQUA-PZQ,Praziquantel,Thuốc bột,"Gói, Thùng","5g, 10g, 25g,
50g, 100g,
200g, 500g,
1kg, 2kg, 5kg, 10kg, 20kg, 25kg","Trị ngoại ký sinh trùng, nôi ký sinh trùng trên cá",24 tháng,"HCM.TS86
-07"
838,"AQUATRISULFA
-A","Sulfadiazine sodium, Trimethoprim",Dung dịch,"Chai, Can, Xô","20ml, 50ml, 100ml, 250ml, 500ml, 1lít, 2
lít, 5 lít, 10 lít,
25 lít, 30 lít","Trị bệnh phát sáng do vi khuẩn Vibrio sp trên tôm; trị các bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt.",24 tháng,"HCM.TS86
-08"
839,"AQUATRISULFA
-I","Sulfadimidine sodium, Trimethoprim",Thuốc bột,"Gói, Thùng","5g, 10g, 25g,
50g, 100g,
200g, 500g,
1kg, 2kg, 5kg, 10kg, 20kg, 25kg","Trị bệnh phát sáng do vi khuẩn Vibrio sp trên tôm; trị các bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt.",24 tháng,"HCM.TS86
-09"
840,AMIGO,Hợp chất chiết xuất từ cây xoan (Azadirachtin),Dung dịch,"Chai, Can, Xô","20ml, 50ml, 100ml, 250ml, 500ml, 1lít, 2
lít, 5 lít, 10 lít,
25 lít, 30 lít","Phòng trị bệnh ký sinh trùng nuôi cá như trùng bánh xe, trùng mỏ neo, trùng quả dưa, rận cá, sán lá đơn chủ trên cá tra, cá basa.",24 tháng,"HCM.TS86
-10"
841,Flormax,Florfenicol,Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml; 1, 5,
10, 20 lít","Trị xuất huyết đường ruột Edwardsiella Ictaluri  trên cá tra, cá basa",24 tháng,"HCM.TS80
-01"
842,Florcin Aqua,Florfenicol,Thuốc bột uống,"Gói, Bao","10, 50, 100g,
1, 5, 10, 20
25kg","Trị xuất huyết đường ruột Edwardsiella Ictaluri  trên cá tra, cá basa",24 tháng,"HCM.TS80
-02"
843,OTC Aqua,Oxytetracycline,Thuốc bột uống,"Gói, Bao","10, 50, 100g,
1, 5, 10, 20
25kg","Trị bệnh phát sáng do vi khuẩn vibrio trên tôm. Trị các bệnh nhiễm khuẩn Pseudomonas sp., Aeromonas. Sp, Edwardsiella (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt.",24 tháng,"HCM.TS80
-03"
844,Doxy Aqua,Doxycycline hyclate,Thuốc bột uống,"Gói, Bao","10, 50, 100g,
1, 5, 10, 20
25kg",Trị bệnh đỏ thân trên tôm gây ra bởi vi khuẩn Vibrio alginolyticus.,24 tháng,"HCM.TS80
-04"
845,Prazi Bon,Praziquantel,Thuốc bột uống,"Gói, Bao","10, 50, 100g,
1, 5, 10, 20
25kg","Trị nội ngoại kí sinh trùng trên cá như sán lá đơn chủ, sán lá gan, sán dây, rận cá",24 tháng,"HCM.TS80
-05"
846,Sultrim 480 Aqua,"Sulfadiazine sodium, Trimethoprim",Hỗn dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml; 1, 5,
10, 20 lít","Trị bệnh phát sáng do vi khuẩn vibrio trên tôm. Trị các bệnh nhiễm khuẩn Pseudomonas sp., Aeromonas. Sp, Edwardsiella (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",24 tháng,"HCM.TS80
-06"
847,Sultrim 120 Aqua,"Sulfadiazine sodium, Trimethoprim",Thuốc bột uống,"Gói, Bao","10, 50, 100, 1,
5, 10, 20 25kg","Trị bệnh phát sáng do vi khuẩn vibrio trên tôm. Trị các bệnh nhiễm khuẩn Pseudomonas sp., Aeromonas. Sp, Edwardsiella (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",24 tháng,"HCM.TS80
-07"
848,Prazi Solution,Praziquantel,Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml; 1, 5,
10, 20 lít","Trị nội ngoại kí sinh trùng trên cá như sán lá đơn chủ, , sán lá gan và sán dây",24 tháng,"HCM.TS80
-08"
849,Prozyme for fish,"Vitamin A, Vitamin D3, Vitamin E, Vitamin K3",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200, 250,
300, 500g; 1,
2, 3, 5, 10, 12,
14, 15, 20, 25,
50kg",Bổ sung vitamin cần thiết cho sự tiêu hoá và tăng trọng cho cá,24 tháng,CT.TS1-1
850,Trimesul,"Sulfamethoxazol, Trimethoprim",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Trị bệnh phát sáng do vi khuẩn Vibrio spp trên tôm, trị các bệnh nhiễm khuẩn đường ruột do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết,…) trên cá. Ngưng sử dụng 4 tuần trước khi thu hoạch.",36 tháng,CT.TS1-10
851,Vime-Bitech,"Amylase, Bacillus subtilis, Cellulase, Lactobacillus acidophilus, Lipase, Pectinase, Protease, Saccharomyces cerevisiae",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Cung cấp dưỡng chất, cung cấp vi sinh có lợi trong đường ruột hỗ trợ tiêu hóa và hấp thu thúc ăn cho tôm cá. Giảm chất bài thải ra môi trường ao nuôi.
Cung cấp vi sinh vật hữu ích, tạo nguồn thức ăn tự nhiên cho tôm cá.",24 tháng,CT.TS1-11
852,Vime-Bactevit,"Bacillus subtilis, Cholin, Lactobacillus acidophilus, Saccharomyces cerevisiae, Vitamin A, Vitamin C, Vitamin D3, Vitamin E",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Cung cấp vitamin, acid amin và vi sinh vât có lợi hỗ trợ tiêu hoá thức ăn cho tôm, cá. Tăng sức chịu đựng stress, thúc đẩy quá trình sinh trưởng.",24 tháng,CT.TS1-12
853,Nutrition for Shrimp,"Calcium gluconate, Vitamin A, Vitamin B12, Vitamin B6, Vitamin D3, Vitamin E, Vitamin PP",Dung dịch,"Chai, Lọ, Can","5, 10, 20, 50,
60, 100, 120,
200, 220, 250,
300, 500ml, 1,
2, 5, 10, 12,
15, 20, 50 lít","Cung cấp canxi, vitamin giúp thúc đẩy quá trình lột xác trên tôm, nâng cao khả năng chuyển hóa thức ăn.",24 tháng,CT.TS1-13
854,Vitamin C antistress,"Acid Citric, Vitamin C",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Chống stress, nâng cao sức đề kháng trên tôm ,cá",36 tháng,CT.TS1-14
855,B.complex SF,"Vitamin B1, Vitamin B2, Vitamin B5, Vitamin B6, Vitamin PP",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Cung cấp vitamin nhóm B, nâng cao khả năng chuyển hoá thức ăn trên cá, tôm",24 tháng,CT.TS1-15
856,Ampicol fish,"Calcium pantothenate, Vitamin A, Vitamin B1, Vitamin B2, Vitamin B6, Vitamin C, Vitamin D3, Vitamin E",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Bổ sung vitamin cần thiết, tăng khả năng chị đựng stress, nâng cao khả năng chuyển hóa thức ăn trên cá, tôm. Thúc đẩy quá trình lột xác trên tôm.",24 tháng,CT.TS1-16
857,Vime-Glucan,"Amylase, Beta – Glucan, Cellulase, Lipase , Pectinase, Protease",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Cung cấp các loại enzyme giúp cá, tôm tiêu hóa, hấp thu thức ăn.",24 tháng,CT.TS1-17
858,Prozyme for shrimp,"Amylase , Cellulase , Lipase, Pectinase, Protease
, Vitamin A, Vitamin D3 , Vitamin E , Vitamin K3, Vitamin C",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg",Cung cấp các loại vitamin cần thiết cho tôm và các loại enzyme giúp tiêu hóa và hấp thu tốt thức ăn.,24 tháng,CT.TS1-18
859,Vime-Compozyme,"Amylase, Cellulase, Lipase , Pectinase, Protease
, Vitamin A, Vitamin C, Vitamin D3, Vitamin E, Vitamin K3",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg",Cung cấp các vitamin cần thiết cho tôm cá và các loại enzyme giúp tiêu hóa và hấp thu tốt thức ăn.,24 tháng,CT.TS1-19
860,Vemevit No.9,"Vitamin A , Vitamin B1, Vitamin B2, Vitamin B6, Vitamin D3, Vitamin E, Vitamin K3",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg",Bổ sung vitamin cần thiết trên cá,24 tháng,CT.TS1-2
861,Vime-Clean,"Crude protein, Praziquantel",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Trị ngoại ký sinh trùng: sán lá đơn chủ, ấu trùng sán lá. Trị nội ký sinh: giun tròn, sán lá gan, sán dây, trùng lông trên cá. Diệt kí sinh trùng đường ruột, gan trên tôm gây bệnh phân trắng, tôm chậm lớn",24 tháng,CT.TS1-20
862,Vime-Fenfish 2000,Florfenicol,Dung dịch,"Chai, Lọ, Can","5, 10, 20, 50,
60, 100, 120,
200, 220, 250,
300, 500ml, 1,
2, 5, 10, 12,
15, 20, 50 lít","Trị xuất huyết đường ruột, gan, thận mủ do Edwarsiella ictaluri trên cá tra, ba sa, dứa, bôn lau.",24 tháng,CT.TS1-21
863,BKC 80%,Alkyldimethyl ammonium chloride,Dung dịch,"Chai, Can, Lọ","2, 5, 10, 20,
30, 50, 60,
100, 120, 150,
200, 220, 250,
300, 400,
500ml, 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50 L","Diệt vi khuẩn, nguyên sinh động vật, nấm trong nước ao nuôi. Sát trùng dụng cụ nuôi, bể ương.",36 tháng,CT.TS1-24
864,Disina,Povidone iodine,Dung dịch,"Chai, Can, Lọ","2, 5, 10, 20,
30, 50, 60,
100, 120, 150,
200, 220, 250,
300, 400,
500ml, 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50 L","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi. Sát trùng dụng cụ dùng trong nuôi trồng thủy sản",36 tháng,CT.TS1-28
865,Disina new,"Benzalkonium chloride, Glutaraldehyde",Dung dịch,"Chai, Can, Lọ","2, 5, 10, 20,
30, 50, 60,
100, 120, 150,
200, 220, 250,
300, 400,
500ml, 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50 L","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi. Sát trùng dụng cụ dùng trong nuôi trồng thủy sản",36 tháng,CT.TS1-29
866,Vemevit No.8 - 100 (Vemevit No.8),"Vitamin A, Vitamin B1, Vitamin B2, Vitamin B6, Vitamin C, Vitamin D3, Vitamin E, Vitamin H, Vitamin K3",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Bổ sung vitamin, khoáng chất cần thiết trên tôm",24 tháng,CT.TS1-3
867,Protectol,"1,5 Pentanedial",Dung dịch,"Chai, Can, Lọ","2, 5, 10, 20,
30, 50, 60,
100, 120, 150,
200, 220, 250,
300, 400,
500ml, 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50 L","Diệt vi nấm, nguyên sinh động vật trong môi trường nước nuôi tôm, cá",36 tháng,CT.TS1-31
868,Vime-Clot,Chloramin T,Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","2, 5, 10, 20,
25, 30, 50, 60,
100, 200, 220,
250, 500g,
600, 800,
900g; 1, 2, 3,
5, 10, 12, 15,
18, 20, 22, 25,
28, 40, 45,
50kg","Sát trùng nguồn nước, sát trùng dụng cụ, nhà xưởng dùng trong nuôi trồng thủy sản.",36 tháng,CT.TS1-34
869,Vime-Iodine,Povidone Iodine,Dung dịch,"Chai, Can, Lọ","2, 5, 10, 20,
30, 50, 60,
100, 120, 150,
200, 220, 250,
300, 400,
500ml, 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50 L","Diệt nguyên sinh động vật trong nước ao nuôi, sát trùng dụng cụ nuôi tôm cá.",36 tháng,CT.TS1-35
870,Vimekon,"Malic acid , Potassium monopersulphate triple salt, Sodium dodecyl benzene sulfonate, Sodium hexametaphosphate",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","2, 5, 10, 20,
25, 30, 50, 60,
100, 200, 220,
250, 500g,
600, 800,
900g; 1, 2, 3,
5, 10, 12, 15,
18, 20, 22, 25,
28, 40, 45,
50kg",Sát trùng nguồn nước nuôi trồng thủy sản,36 tháng,CT.TS1-36
871,Vime-Protex,"1,5-Pentanedial (Glutaraldehyde), Alkyldimethylbenz ylamonium chloride",Dung dịch,"Chai, Can, Lọ","2, 5, 10, 20,
30, 50, 60,
100, 120, 150,
200, 220, 250,
300, 400,
500ml, 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50 L","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi. Sát trùng dụng cụ dùng trong nuôi trồng thủy sản",36 tháng,CT.TS1-37
872,Vime-Sitol,"Inositol, Vitamin C Coated",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Bổ sung vitamin cần thiết, chống stress, tăng sức đề kháng trên cá, tôm",24 tháng,CT.TS1-4
873,Fresh water,Chlorogenium,Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","2, 5, 10, 20,
25, 30, 50, 60,
100, 200, 220,
250, 500g,
600, 800,
900g; 1, 2, 3,
5, 10, 12, 15,
18, 20, 22, 25,
28, 40, 45,
50kg",Sát trùng nguồn nước nuôi trồng thủy sản,36 tháng,CT.TS1-40
874,Diệt cá tạp (Rotenone),Rotenone,Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200, 250,
300, 500g; 1,
2, 3, 5, 10, 12,
14, 15, 20, 25,
50kg",Diệt các loại cá tạp trong ao trước khi thả tôm và cả ao đang nuôi tôm; kích thích tôm lột xác,24 tháng,CT.TS1-42
875,Bacillus complex,"Bacillus spp (Bacillus subtilis, Bacillus licheniformis, Bacillus amyloliquefaciens, Bacillus megaterium, Bacillus pumilus)",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200, 250,
300, 500g; 1,
2, 3, 5, 10, 12,
14, 15, 20, 25,
50kg","Cung cấp men vi sinh làm tăng khả năng tiêu hóa cho tôm cá, giúp tiêu hóa tốt các chất bổ dưỡng có trong thức ăn. Cân bằng hệ vi sinh vật có lợi phát triển,
giảm stress cho tôm cá.",24 tháng,CT.TS1-43
876,Trimesul 480S,"Sulfadiazine sodium, Trimethoprim",Hỗn dịch uống,"Chai, Lọ, Can","5, 10, 20, 50,
60, 100, 120,
200, 250, 300,
500ml, 1, 2, 3,
5, 10, 12, 15,
20, 25, 50 lít.","Trị bệnh nhiễm khuẩn như: đốm đỏ, hậu môn sưng đỏ, lở loét, xuất huyết, tuột nhớt (trắng da), nhạy cảm với: Vibrio spp, Pseudomonas spp, Aeromonas hydrophila, Streptococcus spp gây ra trên cá. Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm.",24 tháng,CT.TS1-44
877,OTC 5000,Oxytetracyclin HCl,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200, 250,
300, 500g; 1,
2, 3, 5, 10, 12,
14, 15, 20, 25,
50kg","Trị bệnh đốm đỏ, xuất huyết do vi khuẩn Aeromonas, Pseudomonas gây ra trên cá da trơn (cá tra, cá basa). Trị nhiễm trùng máu, sưng chướng bụng, xuất huyết
thận, hậu môn trên cá. Trị hoại tử gan- tụy, hội chứng tôm chết sớm, bệnh phân trắng, rụng râu, gẫy càng, đuôi giòn, phát sáng trên tôm.",24 tháng,CT.TS1-45
878,Doxy 10%,Doxycycline hyclate,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200, 250,
300, 500g; 1,
2, 3, 5, 10, 12,
14, 15, 20, 25,
50kg",Điều trị bệnh đỏ thân trên tôm hùm gây ra bởi vi khuẩn Vibrio alginolyticus,24 tháng,CT.TS1-46
879,Trimesul Concentrated,"Sulfadimidine , Trimethoprim",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200, 250,
300, 500g; 1,
2, 3, 5, 10, 12,
14, 15, 20, 25,
50kg","Trị bệnh nhiễm khuẩn do: Aeromonas spp, Pseudomonas spp (đốm đỏ, hậu môn sưng đỏ, xuất huyết) gây ra trên cá. Trị bệnh phát sáng do vi khuẩn Vibrio gây ra trên tôm.",24 tháng,CT.TS1-47
880,Forfish,Fosfomycin sodium,Dung dịch,"Chai, Lọ, Can, Thùng","5, 10, 20, 30,
50, 60, 100,
120, 200, 220,
250, 300, 400,
500, 600,
800ml; 1, 2, 3,
4, 5, 10, 12,
15, 18, 20, 25,
50lít","Trị bệnh gan thận mủ, xuất huyết trên cá tra cá basa.",24 tháng,CT.TS1-48
881,Doxy 500,Doxycycline,Thuốc bột,"Gói, Hộp, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 15, 20,
25kg",Trị bệnh đỏ thân trên tôm hùm gây ra bởi vi khuẩn Vibrio alginolyticus,24 tháng,CT.TS1-49
882,Milk for shrimp,"Vitamin A, Vitamin B1, Vitamin B6, Vitamin D3, Vitamin E, Vitamin PP",Dung dịch,"Chai, Lọ, Can","5, 10, 20, 50,
60, 100, 120,
200, 220, 250,
300, 500ml, 1,
2, 5, 10, 12,
15, 20, 50 lít","Bổ sung canxi, photpho, acid amin, vitamin cần thiết trên tôm",24 tháng,CT.TS1-5
883,Amoxi 500 concentrated,Amoxicillin (trihydrate),Thuốc bột,"Gói, Hộp, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 15, 20,
25kg",Trị bệnh xuất huyết do Aeromonas hydrophilla gây bệnh trên cá tra,24 tháng,CT.TS1-50
884,Vime-Flor,Florfenicol,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị bệnh gan thận mủ, xuất huyết do vi khuẩn Edwardsiella ictaluri trên cá da trơn",24 tháng,CT.TS1-51
885,Amoxi 700,Amoxycillin tryhydrate,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị bệnh xuất huyết, lở loét, gan thận mủ do Aeromonas hydrophilla gây bệnh trên cá nước ngọt và cá nước mặn",24 tháng,CT.TS1-52
886,Fenrazol,"Fenbendazol, Levamisol, Praziquantel",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg",Phòng và trị bệnh giun sán trên cá,24 tháng,CT.TS1-53
887,Fenben 20%,"Fenbendazole , Tocopherol acetate",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị kí sinh trùng đường tiêu hoá trên tôm, cá",24 tháng,CT.TS1-54
888,Albenzol,Albendazol,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Phòng và trị nộ ký sinh trùng và ngoại kí sinh trùng trên cá như: sán lá gan, sán lá ruột, sán dây, trùng lông, giun tròn, giun móc, giun kim trong ruột, dạ dày, miệng, cơ.",24 tháng,CT.TS1-55
889,PRAZI 500,Praziquantel,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị vi bào tử trùng do Enterocytozoon heapatopenaei, diệt ký sinh trùng bám vào thành ruột, gan và mang tôm gây ra các bệnh như: phân trắng, vàng gan , teo gan, sưng gan.",24 tháng,CT.TS1-56
890,PRAZI fish,Praziquantel,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị ngoại ký sinh trùng: sán lá đơn chủ, sán lá song chủ, rận; nội ký sinh trùng: sán lá gan, sán dây, các loại giun tròn trên cá.",24 tháng,CT.TS1-57
891,SULTRIM 480 WS,"Sulfadimidine , Trimethoprim",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị bệnh đốm đỏ, lở loét, xuất huyết, hậu môn sưng đỏ do vi khuẩn Aeromonas hydrophila, Pseudomonas fluorecens trên cá. Trị bệnh do vi khuẩn vibrio gây ra trên tôm.",24 tháng,CT.TS1-58
892,VIME-SULTRIM 480,"Sulfadimidine, Trimethoprim",Dung dịch uống,"Chai, Can","10, 20, 50, 60,
100, 120, 200,
220, 250,
500ml, 1, 2, 5,
10, 12, 15, 20
lít","Trị bệnh đốm đỏ, hậu môn sưng đỏ, xuất huyết do nhiễm khuẩn Aeromonas, Pseudomonas trên cá. Trị bệnh do vi khuẩn vibrio trên tôm.",24 tháng,CT.TS1-59
893,Enzymsol,"Amylase, Cellulase, Lipase, Protease",Thuốc bột,"Gói, Hộp, Lon, Bao, Xô, Thùng","5, 10, 20, 50,
100, 200,
500g, 1, 2, 5,
10, 12, 15, 20,
25, 50kg","Kích thích tiêu hóa, giúp tôm, cá tăng trưởng nhanh.",24 tháng,CT.TS1-6
894,DOXY 20%,Doxycycline Hyclate,Dung dịch uống,"Chai, Can","10, 20, 50, 60,
100, 120, 200,
220, 250,
500ml, 1, 2, 5,
10, 12, 15, 20
lít","Trị bệnh đỏ thân trên tôm, cá do vi khuẩn Vibrio alginolyticus. Bệnh gan, thận mủ (Bệnh đốm trắng trên gan, thận); bệnh do liên cầu khuẩn Streptococcuosis, lỡ loét trên da; đỏ ở mang, hàm trên, xuất huyết, tích tụ khí trong khoang bụng, nhiễm trùng tiêu hoá trên cá.",24 tháng,CT.TS1-60
895,Flor-extra,Florfenicol,Dung dịch uống,"Chai, Can","10, 20, 50, 60,
100, 120, 200,
220, 250,
500ml, 1, 2, 5,
10, 12, 15, 20
lít","Trị bệnh gan, thận mủ do vi khuẩn Edwardsiella ictaluri; xuất huyết, phù đầu, đốm đỏ do vi khuẩn Aeromonas hydrophila, Streptococcus spp trên cá. Trị bệnh do vi khuẩn vibrio gây bệnh phát sáng, đỏ thân, ăn mòn vỏ kitin trên tôm.",24 tháng,CT.TS1-61
896,Vime-Dox 200,Doxycycline,Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị nhiễm trùng toàn thân, nhiễm trùng máu, đường ruột, ngoài da do vi khuẩn Aeromonas, Edwardsiella, Pseudomonas trên cá. Trị bệnh do nhiễm khuẩn trên tôm như đỏ thân, đốm đen.",24 tháng,CT.TS1-62
897,SULMET 480,"Ormetoprim, Sulfadimethoxine, Vitamin C, Vitamin E",Thuốc bột uống,"Gói, Hộp, Lon, Bao, Xô","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 3,
10, 12, 15, 18,
20, 25, 50kg","Trị bệnh do vi khuẩn Aeromonas, Edwardsiella như đốm đỏ, xuất huyết, hậu môn sưng đỏ, gan thận mủ trên cá, trị bệnh phát sáng do vi khuẩn Vibrio trên tôm",24 tháng,CT.TS1-63
