letter,key,content,,
P,Plastics,"
       High molecular weight polymers or copolymers. The wide range in physical
      properties of polymeric materials allows for utilization as elastomers,
      fibers, adhesives, rigid castings, composites, and laminates. ASTM D883
      defines a plastic as a material that contains as an essential ingredient,
      one or more organic polymeric substances of large molecular weight, is
      solid in its finished state, and, at some stage in its manufacture into
      finished articles, can be shaped by flow. Plastics, or more appropriately
      polymers, are composed primarily of carbon, hydrogen, oxygen, silicon,
      chlorine, fluorine, and nitrogen, in various combinations and
      permutations. Plastics are grouped into two categories: 1. Thermoplastics:
      can be melted, cooled and remelted without destroying the physical or
      mechanical characteristics of the polymer. This property permits
      components to be molded or extruded. Thermoplastic polymers include:
      Chlorinated Vinyls, Fluorinated plastics, Ketone, Nitrile, Nylon,
      Polyamide-imide, Polyolefin, Polycarbonate, and Acrylonitrile butadiene
      styrene (ABS). (also see: Chlorinated Vinyls, Fluorinated Plastics,
      Polyolefin) 2. Thermosets: begin as a liquid or powder that through
      chemical reaction with a second reactant or through catalyzed
      polymerization result in anew product with characteristics different from
      either starting material. Thermoset resins include: Epoxy, Phenolic,
      Polyurethane, Silicone, Urea and Melamine, Polyester, Vinyl ester, Furan,
      Bisphenol A fumarate.
       ",,
P,"Plastics, U.S.P. Classification","
       (also see: Biological Reactivity Tests, In Vivo)
       ",,
P,Pleuropneumonia,"
       A specific infectious disease in cattle characterized by inflammation of
      the lung and pleura, generally called contagious pleuropneumonia. It is
      due to a virus.
       ",,
P,Plena,"
       The plural of plenum.
       ",,
P,Plenum,"
       An enclosure in which air or other gas is at a pressure greater than that
      outside the enclosure.
       ",,
P,PLC (Programmable Logic Controller),"
       An automated system with analog capability as well as binary (discrete).
      PLCs must be equipped with a digital interface to a ""front end""
      computer for data collection and for programmer interface.
       ",,
P,PLC Controlled Automated System ,"
       Any automated system using a Programmable Logic Controller as its primary
      controller. 
      Plumbing Code

      ",,
P,Poison,"
       Any substance which when taken into the body in a single dose of 1.0 gm.
      or less, is injurious to health or dangerous to life.
       ",,
P,Polyalphaolefin (PAO),"
       A synthetic oil used in lieu of DOP for HEPA filter testing.  ",,
P,Polygenic Disorder,"
       Genetic disorder resulting from the combined action of alleles of more
      than one gene (e.g., heart disease, diabetes, and some cancers). Although
      such disorders are inherited, they depend on the simultaneous presence of
      several alleles; thus the hereditary patterns are usually more complex
      than those of single gene disorders.  ",,
P,Polyolefin,"
       The polyolefin polymer is probably one of the most economical and widely
      used classes of thermoplastics, including such materials as PB, PP, and
      PE. PB is a semicrystalline polymer based on polybutene, homopolymers, and
      either polybutene or polyethylene copolymers. The primary use of PB is
      pipe with hydrostatic pressure rating of 1,000 psi at 73?F. PP is a
      crystalline polymer that has good resistance to caustics, solvents, acids,
      and other organic chemicals, but is not resistant to oxidizing-type acids,
      detergents, alcohols, or chlorinated organic materials. It is suitable for
      pipe applications. The largest group of polyolefins is linear PE. It
      includes ULDPE, LLDPE, LDPE, HDPE, HMW-HDPE, and UHMWPE. These density
      descriptions generally refer to ASTM designations based on unmodified
      polymers. PE types of higher density have better permeation barrier
      properties, hardness, abrasion resistance, chemical resistance, and higher
      surface gloss.
       ",,
P,Polished Water,"
       High purity water after it has undergone a second treatment step.
      Ultrapure water usually undergoes two or more treatment steps. More
      economical pretreatment processes (e. g., reverse osmosis) are used to
      remove all but a very small fraction of the impurities. Highly efficient
      polishing processes (e. g., mixed-bed deionization) are used to remove the
      impurities that remain.
       ",,
P,Polymer,"
       A macromolecule (long chain) consisting of five or more repeating units
      called monomers. Examples include polyethylene, polystyrene, and PTFE
      (polytetrafluoroethylene).
       ",,
P,Polymerase,"
       An enzyme that catalyzes production of nucleic acid molecules.
       ",,
P,Polymerase Chain Reaction (PCR),"
       A method for amplifying a DNA base sequence using a heatstable polymerase
      and two 20-base primers, one complementary to the (+) strand at one end of
      the sequence to be amplified and the other complementary to the (-) strand
      at the other end. Because the newly synthesized DNA strands can
      subsequently serve as additional templates for the same primer sequences,
      successive rounds of primer annealing, strand elongation, and dissociation
      produce rapid and highly specific amplification of the desired sequence.
      PCR also can be used to detect the existence of the defined sequence in a
      DNA sample.
       ",,
P,Polymorphism,"
       Difference in DNA sequence among individuals. Genetic variations
      occurring in more than 1% of a population would be considered useful
      polymorphisms for genetic linkage analysis. (also see: Mutation
       ",,
P,Polypeptide,"
       A long chain of amino acids covalently bound by peptide.
       ",,
P,"
              ",,,
P,Porcine,"
       Of, relating to, or from swine (pigs) such as porcine growth hormone.  ",,
P,Positional Cloning,"
       A technique used to identify genes, usually those that are associated
      with diseases, based on their location on a chromosome. This is contrast
      to the older, ""functional cloning"" technique that relies on some
      knowledge of a gene protein product. For most diseases, researchers have
      no such knowledge.
       ",,
