INGREDIENT_NAME,ROUTE,DOSAGE_FORM,CAS_NUMBER,UNII,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
OPADRY Y-5-7068 WHITE,ORAL,"TABLET, COATED",,NA,21,mg,,,
OPADRY Y-5-7068 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,6,mg,,,
OPADRY Y-5-7068 WHITE,ORAL,"TABLET, FILM COATED",,NA,22.5,mg,,,
OPADRY Y-5-7072 WHITE,ORAL,TABLET,,NA,2.7,mg,,,
OPADRY Y-5-8050 BLACK,ORAL,TABLET,,NA,7,mg,,,
OPADRY Y-5-9006 BROWN,ORAL,TABLET,,NA,8,mg,,,
OPADRY Y-5-9006 BROWN,ORAL,"TABLET, EXTENDED RELEASE",,NA,15,mg,,,
OPADRY Y-5-9020 BROWN,ORAL,TABLET,,NA,,,20,mg,
OPADRY Y-5-9020 BROWN,ORAL,"TABLET, FILM COATED",,NA,,,24,mg,
OPADRY YELLOW,ORAL,TABLET,,NA,,,30,mg,
OPADRY YELLOW,ORAL,"TABLET, FILM COATED",,NA,,,168,mg,
OPADRY YS-1-003 WHITE,ORAL,TABLET,,NA,,,24,mg,
OPADRY YS-1-10547A BLUE,ORAL,TABLET,,NA,,,132,mg,
OPADRY YS-1-10547A BLUE,ORAL,"TABLET, FILM COATED",,NA,35,mg,,,
OPADRY YS-1-10690A BLUE,ORAL,TABLET,,NA,7,mg,,,
OPADRY YS-1-10699 BLUE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,20,mg,
OPADRY YS-1-10748A LIGHT BLUE,ORAL,TABLET,,NA,4.5,mg,,,
OPADRY YS-1-11051 GREEN,ORAL,TABLET,,NA,17.56,mg,,,
OPADRY YS-1-11051 GREEN,ORAL,"TABLET, COATED",,NA,16,mg,,,
OPADRY YS-1-1246 PINK,ORAL,TABLET,,NA,4.3,mg,,,
OPADRY YS-1-1252 PINK,ORAL,"TABLET, FILM COATED",,NA,4.5,mg,,,
OPADRY YS-1-12524A YELLOW,ORAL,TABLET,,NA,,,20,mg,
OPADRY YS-1-12525A YELLOW,ORAL,TABLET,,NA,19.2,mg,,,
OPADRY YS-1-12525A YELLOW,ORAL,"TABLET, FILM COATED",,NA,,,5,mg,
OPADRY YS-1-12526A YELLOW,ORAL,TABLET,,NA,15,mg,,,
OPADRY YS-1-12526A YELLOW,ORAL,"TABLET, FILM COATED",,NA,5,mg,,,
OPADRY YS-1-12541 YELLOW,ORAL,TABLET,,NA,22,mg,,,
OPADRY YS-1-12541 YELLOW,ORAL,"TABLET, COATED",,NA,12,mg,,,
OPADRY YS-1-12625 YELLOW,ORAL,TABLET,,NA,10,mg,,,
OPADRY YS-1-12702A YELLOW,ORAL,"TABLET, FILM COATED",,NA,12.5,mg,,,
OPADRY YS-1-12726A YELLOW,ORAL,TABLET,,PLG7GLN7QI,4,mg,,,
OPADRY YS-1-12726A YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,PLG7GLN7QI,16.5,mg,,,
OPADRY YS-1-12726A YELLOW,ORAL,"TABLET, FILM COATED",,PLG7GLN7QI,,,14,mg,
OPADRY YS-1-12732 YELLOW,ORAL,"TABLET, FILM COATED",,NA,20.96,mg,,,
OPADRY YS-1-12826 YELLOW,ORAL,TABLET,,NA,8.1,mg,,,
OPADRY YS-1-13065A ORANGE,ORAL,TABLET,,NA,41,mg,,,
OPADRY YS-1-13148A ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,10,mg,Y
OPADRY YS-1-13148A ORANGE,ORAL,"TABLET, FILM COATED",,NA,5,mg,,,
OPADRY YS-1-13271 ORANGE,ORAL,"TABLET, FILM COATED",,NA,20,mg,,,
OPADRY YS-1-14012 PINK,ORAL,TABLET,,NA,5,mg,,,
OPADRY YS-1-14129 PINK,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,9,mg,
OPADRY YS-1-14129 PINK,ORAL,TABLET,,NA,4,mg,,,
OPADRY YS-1-14129 PINK,ORAL,"TABLET, FILM COATED",,NA,19,mg,,,
OPADRY YS-1-14130 PINK,ORAL,TABLET,,NA,12,mg,,,
OPADRY YS-1-14130 PINK,ORAL,"TABLET, COATED",,NA,5,mg,,,
OPADRY YS-1-1418 PINK,ORAL,TABLET,,NA,2.4,mg,,,
OPADRY YS-1-1441G,ORAL,TABLET,,NA,,,16,mg,
OPADRY YS-1-14518A PINK,ORAL,TABLET,,NA,4.5,mg,,,
OPADRY YS-1-14518A PINK,ORAL,"TABLET, EXTENDED RELEASE",,NA,12,mg,,,
OPADRY YS-1-14518A PINK,ORAL,"TABLET, FILM COATED",,NA,8,mg,,,
OPADRY YS-1-1456G PINK,ORAL,TABLET,,NA,,,20,mg,
OPADRY YS-1-14725 PINK,ORAL,TABLET,,NA,,,78,mg,
OPADRY YS-1-14779A PINK,ORAL,TABLET,,NA,,,36,mg,
OPADRY YS-1-14779A PINK,ORAL,"TABLET, EXTENDED RELEASE",,NA,7.48,mg,,,
OPADRY YS-1-15050 RED,ORAL,TABLET,,NA,6,mg,,,
OPADRY YS-1-1510 PINK,ORAL,TABLET,,NA,4.2,mg,,,
OPADRY YS-1-1543 PINK,ORAL,TABLET,,NA,6,mg,,,
OPADRY YS-1-1543 PINK,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,36,mg,
OPADRY YS-1-1543 PINK,ORAL,"TABLET, FILM COATED",,NA,4.8,mg,,,
OPADRY YS-1-15585A RED,ORAL,TABLET,,NA,15,mg,,,
OPADRY YS-1-17180A BEIGE,ORAL,TABLET,,NA,,,45,mg,
OPADRY YS-1-17209 BEIGE,ORAL,TABLET,,NA,30,mg,,,
OPADRY YS-1-17222A TAN,ORAL,"TABLET, FILM COATED",,NA,20,mg,,,
OPADRY YS-1-1724 RED,ORAL,TABLET,,NA,18.57,mg,,,
OPADRY YS-1-17274A BEIGE,ORAL,"CAPSULE, EXTENDED RELEASE",,UP4CT4IW2C,,,17,mg,
OPADRY YS-1-17307A BUTTERSCOTCH,ORAL,TABLET,,NA,,,6,mg,
OPADRY YS-1-17307A BUTTERSCOTCH,ORAL,"TABLET, FILM COATED",,NA,5,mg,,,
OPADRY YS-1-17506A GRAY,ORAL,TABLET,,NA,15.75,mg,,,
OPADRY YS-1-17506A GRAY,ORAL,"TABLET, FILM COATED",,NA,15,mg,,,
OPADRY YS-1-18027 WHITE,ORAL,TABLET,,NA,12.6,mg,,,
OPADRY YS-1-18027 WHITE,ORAL,"TABLET, FILM COATED",,NA,16.32,mg,,,
OPADRY YS-1-18027A WHITE,ORAL,TABLET,,NA,21,mg,,,
OPADRY YS-1-18027A WHITE,ORAL,"TABLET, FILM COATED",,NA,5.5,mg,,,
OPADRY YS-1-18111 WHITE,ORAL,TABLET,,NA,,,144,mg,
OPADRY YS-1-18111 WHITE,ORAL,"TABLET, FILM COATED",,NA,32,mg,,,
OPADRY YS-1-18177A WHITE,ORAL,TABLET,,NA,18,mg,,,
OPADRY YS-1-18177A WHITE,ORAL,"TABLET, FILM COATED",,NA,8.4,mg,,,
OPADRY YS-1-18202A WHITE,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,6.25,mg,,,
OPADRY YS-1-18202A WHITE,ORAL,TABLET,,NA,,,54,mg,
OPADRY YS-1-18202A WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,9,mg,,,
OPADRY YS-1-19025-A CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,4PQ7L4V6AQ,,,73,mg,
OPADRY YS-1-19025-A CLEAR,ORAL,TABLET,,4PQ7L4V6AQ,,,212,mg,
OPADRY YS-1-19025-A CLEAR,ORAL,"TABLET, CHEWABLE",,4PQ7L4V6AQ,,,43,mg,
OPADRY YS-1-19025-A CLEAR,ORAL,"TABLET, COATED",,4PQ7L4V6AQ,4.45,mg,,,
OPADRY YS-1-19025-A CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,4PQ7L4V6AQ,,,34,mg,
OPADRY YS-1-19025-A CLEAR,ORAL,"TABLET, FILM COATED",,4PQ7L4V6AQ,1.1,mg,,,
OPADRY YS-1-19025-A CLEAR,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,4PQ7L4V6AQ,10,mg,,,
OPADRY YS-1-2013 YELLOW,ORAL,TABLET,,NA,8.19,mg,,,
OPADRY YS-1-2074 YELLOW,ORAL,TABLET,,NA,19.25,mg,,,
OPADRY YS-1-2074 YELLOW,ORAL,"TABLET, FILM COATED",,NA,4.8,mg,,,
OPADRY YS-1-2122 YELLOW,ORAL,TABLET,,NA,0.15,mg,,,
OPADRY YS-1-2134 YELLOW,ORAL,TABLET,,NA,147.8,mg,,,
OPADRY YS-1-2141 YELLOW,ORAL,TABLET,,NA,18,mg,,,
OPADRY YS-1-2152 YELLOW,ORAL,TABLET,,NA,,NA,,,
OPADRY YS-1-2398 ORANGE,ORAL,TABLET,,NA,25.3,mg,,,
OPADRY YS-1-2465,ORAL,TABLET,,NA,1.75,mg,,,
OPADRY YS-1-2527 ORANGE,ORAL,TABLET,,NA,20,mg,,,
OPADRY YS-1-2527 ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,NA,,,
OPADRY YS-1-2534,ORAL,TABLET,,NA,147.8,mg,,,
OPADRY YS-1-2534,ORAL,"TABLET, FILM COATED",,NA,20,mg,,,
OPADRY YS-1-2546 ORANGE,ORAL,TABLET,,NA,,,135,mg,
OPADRY YS-1-2546 ORANGE,ORAL,"TABLET, FILM COATED",,NA,14,mg,,,
OPADRY YS-1-2548 ORANGE,ORAL,TABLET,,NA,6.9,mg,,,
OPADRY YS-1-2548 ORANGE,ORAL,"TABLET, FILM COATED",,NA,13,mg,,,
OPADRY YS-1-2549 ORANGE,ORAL,TABLET,,NA,120,mg,,,
OPADRY YS-1-2558 ORANGE,ORAL,TABLET,,NA,25,mg,,,
OPADRY YS-1-2558 ORANGE,ORAL,"TABLET, FILM COATED",,NA,14,mg,,,
OPADRY YS-1-2563 ORANGE,ORAL,TABLET,,NA,11.25,mg,,,
OPADRY YS-1-2596 ORANGE,ORAL,"TABLET, FILM COATED",,NA,20,mg,,,
OPADRY YS-1-2604 BEIGE,ORAL,TABLET,,NA,7.5,mg,,,
OPADRY YS-1-2604 BEIGE,ORAL,"TABLET, FILM COATED",,NA,0.15,mg,,,
OPADRY YS-1-2619,ORAL,TABLET,,NA,23,mg,,,
OPADRY YS-1-2621 RUST,ORAL,TABLET,,NA,20,mg,,,
OPADRY YS-1-2621 RUST,ORAL,"TABLET, FILM COATED",,NA,17,mg,,,
OPADRY YS-1-2623 BROWN,ORAL,"TABLET, FILM COATED",,NA,34,mg,,,
OPADRY YS-1-2665 BEIGE,ORAL,TABLET,,NA,,,13,mg,
OPADRY YS-1-3105 GREEN,ORAL,TABLET,,NA,15,mg,,,
OPADRY YS-1-3130 GREEN,ORAL,TABLET,,NA,36,mg,,,
OPADRY YS-1-3130 GREEN,ORAL,"TABLET, COATED",,NA,20,mg,,,
OPADRY YS-1-3130 GREEN,ORAL,"TABLET, EXTENDED RELEASE",,NA,8.08,mg,,,
OPADRY YS-1-3166 GREEN,ORAL,TABLET,,NA,12,mg,,,
OPADRY YS-1-4018 BLUE,ORAL,TABLET,,NA,22,mg,,,
OPADRY YS-1-4112 BLUE,ORAL,TABLET,,NA,147.8,mg,,,
OPADRY YS-1-4215,ORAL,TABLET,,NA,10,mg,,,
OPADRY YS-1-4216,ORAL,TABLET,,NA,,,40,mg,
OPADRY YS-1-4221 BLUE,ORAL,TABLET,,NA,0.15,mg,,,
OPADRY YS-1-4228 BLUE,ORAL,TABLET,,NA,19.94,mg,,,
OPADRY YS-1-4235 BLUE,ORAL,TABLET,,NA,20.25,mg,,,
OPADRY YS-1-4236 BLUE,ORAL,TABLET,,NA,4.4,mg,,,
OPADRY YS-1-4236 BLUE,ORAL,"TABLET, EXTENDED RELEASE",,NA,5,mg,,,
OPADRY YS-1-4236 BLUE,ORAL,"TABLET, FILM COATED",,NA,12.5,mg,,,
OPADRY YS-1-4241 BLUE,ORAL,TABLET,,NA,,,10,mg,
OPADRY YS-1-4241 BLUE,ORAL,"TABLET, FILM COATED",,NA,6,mg,,,
OPADRY YS-1-4249 BLUE,ORAL,TABLET,,NA,22.68,mg,,,
OPADRY YS-1-4256 BLUE,ORAL,"TABLET, FILM COATED",,NA,15.7,mg,,,
OPADRY YS-1-4256 BLUE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,35.4,mg,,,
OPADRY YS-1-4282 BLUE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,10,mg,,,
OPADRY YS-1-4298 BLUE,ORAL,"TABLET, FILM COATED",,NA,20,mg,,,
OPADRY YS-1-4700 PURPLE,ORAL,TABLET,,NA,0.01,mg,,,
OPADRY YS-1-4710,ORAL,TABLET,,NA,4,mg,,,
OPADRY YS-1-4845 PURPLE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,,,32,mg,
OPADRY YS-1-6378G YELLOW,ORAL,TABLET,,NA,13.4,mg,,,
OPADRY YS-1-6382G YELLOW,ORAL,TABLET,,NA,,,88,mg,
OPADRY YS-1-6382G YELLOW,ORAL,"TABLET, COATED",,NA,6,mg,,,
OPADRY YS-1-7002 WHITE,ORAL,"TABLET, FILM COATED",,NA,11.7,mg,,,
OPADRY YS-1-7003 WHITE,ORAL,CAPSULE,,NA,7,mg,,,
OPADRY YS-1-7003 WHITE,ORAL,"CAPSULE, DELAYED RELEASE",,NA,,,10,mg,
OPADRY YS-1-7003 WHITE,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,19,mg,
OPADRY YS-1-7003 WHITE,ORAL,TABLET,,NA,,,403,mg,
OPADRY YS-1-7003 WHITE,ORAL,"TABLET, COATED",,NA,14,mg,,,
OPADRY YS-1-7003 WHITE,ORAL,"TABLET, DELAYED RELEASE",,NA,,,17,mg,
OPADRY YS-1-7003 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,100,mg,
OPADRY YS-1-7003 WHITE,ORAL,"TABLET, FILM COATED",,NA,36,mg,,,
OPADRY YS-1-7003 WHITE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,6.24,mg,,,
OPADRY YS-1-7003H WHITE,ORAL,TABLET,,NA,5,mg,,,
OPADRY YS-1-7003H WHITE,ORAL,"TABLET, FILM COATED",,NA,4,mg,,,
OPADRY YS-1-7006 CLEAR,ORAL,CAPSULE,,NA,6.25,mg,,,
OPADRY YS-1-7006 CLEAR,ORAL,"CAPSULE, COATED PELLETS",,NA,,,32,mg,
OPADRY YS-1-7006 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,60,mg,
OPADRY YS-1-7006 CLEAR,ORAL,GRANULE,,NA,0.01,mg,,,
OPADRY YS-1-7006 CLEAR,ORAL,TABLET,,NA,,,111,mg,
OPADRY YS-1-7006 CLEAR,ORAL,"TABLET, COATED",,NA,11.16,mg,,,
OPADRY YS-1-7006 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,,,96,mg,
OPADRY YS-1-7006 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,114,mg,
OPADRY YS-1-7006 CLEAR,ORAL,"TABLET, FILM COATED",,NA,11,mg,,,
OPADRY YS-1-7006 CLEAR,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,2.63,mg,,,
OPADRY YS-1-7027 WHITE,ORAL,"CAPSULE, DELAYED RELEASE",,NA,,,50,mg,
OPADRY YS-1-7027 WHITE,ORAL,TABLET,,NA,37,mg,,,
OPADRY YS-1-7027 WHITE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,16,mg,,,
OPADRY YS-1-7040 WHITE,ORAL,CAPSULE,,UI8UMA9Q6F,,,24,mg,
OPADRY YS-1-7040 WHITE,ORAL,TABLET,,UI8UMA9Q6F,,,180,mg,
OPADRY YS-1-7040 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,UI8UMA9Q6F,,,66,mg,
OPADRY YS-1-7040 WHITE,ORAL,"TABLET, FILM COATED",,UI8UMA9Q6F,,,120,mg,
OPADRY YS-1-7059 WHITE,ORAL,TABLET,,NA,15,mg,,,
OPADRY YS-1-7059 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,30,mg,,,
OPADRY YS-1-7059 WHITE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,5,mg,,,
OPADRY YS-1-7086 WHITE,ORAL,TABLET,,NA,12,mg,,,
OPADRY YS-1-7086 WHITE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,10,mg,,,
OPADRY YS-1-7472 CLEAR,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,51,mg,
OPADRY YS-1-7472 CLEAR,ORAL,TABLET,,NA,2.25,mg,,,
OPADRY YS-1-7472 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,,,9,mg,
OPADRY YS-1-7472 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,2,mg,
OPADRY YS-1-7472 CLEAR,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,2.9,mg,,,
OPADRY YS-1-7507 GREY,ORAL,TABLET,,NA,19.06,mg,,,
OPADRY YS-1-7507 GREY,ORAL,"TABLET, FILM COATED",,NA,6,mg,,,
OPADRY YS-1-7507 GREY,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,34.23,mg,,,
OPADRY YS-1-7552 GREY,ORAL,CAPSULE,,NA,7.3,mg,,,
OPADRY YS-1-7552 GREY,ORAL,TABLET,,NA,7.5,mg,,,
OPADRY YS-1-7700 WHITE,ORAL,TABLET,,NA,,,141,mg,
OPADRY YS-1-7700 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,140,mg,
OPADRY YS-1-7706 CLEAR,ORAL,CAPSULE,,NA,,,4,mg,
OPADRY YS-1-7706 CLEAR,ORAL,TABLET,,NA,,,2,mg,
OPADRY YS-1-7706 CLEAR,ORAL,"TABLET, FILM COATED",,NA,,,54,mg,
OPADRY YS-1-7706G WHITE,ORAL,TABLET,,NA,,,18,mg,
OPADRY YS-1-7706G WHITE,ORAL,"TABLET, FILM COATED",,NA,,,45,mg,
OPADRY YS-1-8325 BEIGE,ORAL,TABLET,,NA,16,mg,,,
OPADRY YS-1-8608 ORANGE,ORAL,"TABLET, FILM COATED",,NA,10,mg,,,
OPADRY YS-1-9012 BROWN,ORAL,TABLET,,NA,13.4,mg,,,
OPADRY YS-1-9012 BROWN,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,41,mg,Y
OPADRY YS-1-9012 BROWN,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",,NA,,,31,mg,
OPADRY YS-1R-7006 CLEAR,ORAL,TABLET,,NA,,,38,mg,
OPADRY YS-1R-7006 CLEAR,ORAL,"TABLET, DELAYED RELEASE",,NA,,,70,mg,
OPADRY YS-1R-7006 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,100,mg,
OPADRY YS-2-19071A CLEAR,ORAL,"TABLET, FILM COATED",,NA,8.8,mg,,,
OPADRY YS-2-19114A CLEAR,ORAL,TABLET,,NA,,,5,mg,
OPADRY YS-2-19114A CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,1.5,mg,,,
OPADRY YS-2-19114A CLEAR,ORAL,"TABLET, FILM COATED",,NA,,,94,mg,
OPADRY YS-22-18119 WHITE,ORAL,TABLET,,NA,10,mg,,,
OPADRY YS-2-7013 CLEAR,ORAL,TABLET,,NA,4.44,mg,,,
OPADRY YS-2-7013 CLEAR,ORAL,"TABLET, COATED",,NA,2.7,mg,,,
OPADRY YS-2-7013 CLEAR,ORAL,"TABLET, FILM COATED",,NA,1.2,mg,,,
OPADRY YS-2-7063 WHITE,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,48,mg,
OPADRY YS-3-7011 CLEAR,ORAL,TABLET,,NA,,,18,mg,
OPADRY YS-3-7011 CLEAR,ORAL,"TABLET, FILM COATED",,NA,5.25,mg,,,
OPADRY YS-3-7031 CLEAR,ORAL,TABLET,,NA,,,69,mg,
OPADRY YS-3-7413 CLEAR,ORAL,TABLET,,NA,4,mg,,,
OPADRY YS-3-7413 CLEAR,ORAL,"TABLET, COATED",,NA,2.4,mg,,,
OPADRY YS-3-7413 CLEAR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,40,mg,
OPADRY YS-3-7413 CLEAR,ORAL,"TABLET, FILM COATED",,NA,1.5,mg,,,
OPADRY YS-5-1296 PINK,ORAL,TABLET,,NA,7.46,mg,,,
OPADRY YS-5-2370 ORANGE,ORAL,TABLET,,NA,,NA,,,
OPADRY YS-5-2370 ORANGE,ORAL,"TABLET, FILM COATED",,NA,,NA,,,
OPADRY YS-5-7068,ORAL,TABLET,,NA,1.5,mg,,,
OPAGLOS GS 2-0300,ORAL,"TABLET, COATED",,NA,,NA,,,
OPAGLOS GS 2-0310,ORAL,TABLET,,NA,3.5,mg,,,
OPAGLOS GS 2-0310,ORAL,"TABLET, COATED",,NA,0.76,mg,,,
OPALUX AS 1589 PINK,ORAL,"TABLET, COATED",,NA,0.07,mg,,,
OPALUX AS 2236,ORAL,TABLET,,NA,15.75,mg,,,
OPALUX AS 2236,ORAL,"TABLET, COATED",,NA,22.13,mg,,,
OPALUX AS 2236,ORAL,"TABLET, DELAYED RELEASE",,NA,,NA,,,
OPALUX AS 2236,ORAL,"TABLET, EXTENDED RELEASE",,NA,11.8,mg,,,
OPALUX AS 2269 YELLOW,ORAL,TABLET,,NA,0.57,mg,,,
OPALUX AS 2413,ORAL,"TABLET, COATED",,NA,,NA,,,
OPALUX AS 2498 ORANGE,ORAL,TABLET,,NA,0.27,mg,,,
OPALUX AS 2498 ORANGE,ORAL,"TABLET, COATED",,NA,3,mg,,,
OPALUX AS 2676 SALMON JASPER RED,ORAL,TABLET,,NA,1.4,mg,,,
OPALUX AS 3389 GREEN,ORAL,TABLET,,NA,,NA,,,
OPALUX AS 3391 GREEN,ORAL,TABLET,,NA,0.2,mg,,,
OPALUX AS 3391 GREEN,ORAL,"TABLET, COATED",,NA,1.18,mg,,,
OPALUX AS 4151 BLUE,ORAL,CAPSULE,,NA,2.76,mg,,,
OPALUX AS 4151 BLUE,ORAL,"TABLET, EXTENDED RELEASE",,NA,8.43,mg,,,
OPALUX AS 4270 BLUE,ORAL,"TABLET, COATED",,NA,12.63,mg,,,
OPALUX AS 4855 PURPLE,ORAL,TABLET,,NA,0.02,mg,,,
OPALUX AS 5212 GREEN,ORAL,"TABLET, COATED",,NA,,NA,,,
OPALUX AS 7000-B,ORAL,"TABLET, COATED",,NA,4.95,mg,,,
OPALUX AS 7000-P WHITE,ORAL,TABLET,,NA,3.81,mg,,,
OPALUX AS 7535 GRAY,ORAL,"TABLET, COATED",,NA,,NA,,,
OPALUX AS 9010 BROWN,ORAL,TABLET,,NA,,NA,,,
OPALUX AS 9010 BROWN,ORAL,"TABLET, COATED",,NA,0.45,mg,,,
OPAQUE BLUE 100,ORAL,CAPSULE,,NA,,NA,,,
OPAQUE BLUE 100,ORAL,"CAPSULE, DELAYED RELEASE",,NA,,NA,,,
OPAQUE BLUE 147,ORAL,CAPSULE,,NA,,NA,,,
OPAQUE BLUE 147,ORAL,"CAPSULE, DELAYED RELEASE",,NA,,NA,,,
OPAQUE BLUE 605,ORAL,CAPSULE,,NA,,NA,,,
OPAQUE GREEN 97,ORAL,CAPSULE,,NA,,NA,,,
OPAQUE GREEN 97,ORAL,"CAPSULE, DELAYED RELEASE",,NA,,NA,,,
OPAQUE MAROON 6 DAR,ORAL,CAPSULE,,NA,,NA,,,
OPAQUE WHITE 002,ORAL,CAPSULE,,NA,62,mg,,,
OPAQUE WHITE 8,ORAL,CAPSULE,,NA,,NA,,,
OPAQUE WHITE 8,ORAL,"CAPSULE, DELAYED RELEASE",,NA,,NA,,,
OPASPRAY IM-176,ORAL,TABLET,,NA,23.5,mg,,,
OPASPRAY K-1-1230 PINK,ORAL,TABLET,,NA,,NA,,,
OPASPRAY K-1-1279,ORAL,TABLET,,NA,21.13,mg,,,
OPASPRAY K-1-1414 PINK,ORAL,TABLET,,NA,11.4,mg,,,
OPASPRAY K-1-1437,ORAL,TABLET,,NA,,NA,,,
OPASPRAY K-1-1573 LAVENDER,ORAL,TABLET,,NA,12,mg,,,
OPASPRAY K-1-2013 YELLOW,ORAL,TABLET,,NA,8,mg,,,
OPASPRAY K-1-2158 YELLOW,ORAL,"TABLET, FILM COATED",,NA,0.8,mg,,,
OPASPRAY K-1-2182 YELLOW,ORAL,TABLET,,NA,3,mg,,,
OPASPRAY K-1-2182 YELLOW,ORAL,"TABLET, FILM COATED",,NA,1,mg,,,
OPASPRAY K-1-2216-A YELLOW,ORAL,TABLET,,NA,3,mg,,,
OPASPRAY K-1-2216-A YELLOW,ORAL,"TABLET, COATED",,NA,0.5,mg,,,
OPASPRAY K-1-2216-A YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,6.8,mg,,,
OPASPRAY K-1-2216-A YELLOW,ORAL,"TABLET, FILM COATED",,NA,3,mg,,,
OPASPRAY K-1-2227 YELLOW,ORAL,TABLET,,NA,6,mg,,,
OPASPRAY K-1-2228 YELLOW,ORAL,"TABLET, EXTENDED RELEASE",,NA,17.8,mg,,,
OPASPRAY K-1-2301 PEACH,ORAL,TABLET,,NA,4.7,mg,,,
OPASPRAY K-1-2303 ORANGE,ORAL,TABLET,,NA,0.35,mg,,,
OPASPRAY K-1-2304 ORANGE,ORAL,TABLET,,NA,1.8,mg,,,
OPASPRAY K-1-2314 ORANGE,ORAL,TABLET,,NA,3.74,mg,,,
OPASPRAY K-1-2327 ORANGE,ORAL,"TABLET, EXTENDED RELEASE",,NA,6,mg,,,
OPASPRAY K-1-2406 ORANGE,ORAL,TABLET,,NA,4.42,mg,,,
OPASPRAY K-1-2406 ORANGE,ORAL,"TABLET, FILM COATED",,NA,2.1,mg,,,
OPASPRAY K-1-2430,ORAL,TABLET,,NA,13.5,mg,,,
OPASPRAY K-1-2441 ORANGE,ORAL,TABLET,,NA,5.95,mg,,,
OPASPRAY K-1-2473,ORAL,TABLET,,NA,22.5,mg,,,
OPASPRAY K-1-2473,ORAL,"TABLET, FILM COATED",,NA,2.5,mg,,,
OPASPRAY K-1-2492,ORAL,TABLET,,NA,36,mg,,,
OPASPRAY K-1-2614 BEIGE,ORAL,TABLET,,NA,6,mg,,,
OPASPRAY K-1-2614 BEIGE,ORAL,"TABLET, FILM COATED",,NA,6,mg,,,
OPASPRAY K-1-2711,ORAL,TABLET,,NA,12.6,mg,,,
OPASPRAY K-1-3000,ORAL,TABLET,,NA,0.6,mg,,,
OPASPRAY K-1-3000,ORAL,"TABLET, COATED",,NA,0.6,mg,,,
OPASPRAY K-1-3142 GREEN,ORAL,"TABLET, EXTENDED RELEASE",,NA,5.1,mg,,,
OPASPRAY K-1-3147,ORAL,TABLET,,NA,3,mg,,,
OPASPRAY K-1-3147,ORAL,"TABLET, EXTENDED RELEASE",,NA,2,mg,,,
OPASPRAY K-1-3147,ORAL,"TABLET, FILM COATED",,NA,0.6,mg,,,
OPASPRAY K-1-3148 GREEN,ORAL,TABLET,,NA,1.35,mg,,,
OPASPRAY K-1-3148 GREEN,ORAL,"TABLET, FILM COATED",,NA,0.74,mg,,,
OPASPRAY K-1-3178 GREEN,ORAL,TABLET,,NA,1.6,mg,,,
OPASPRAY K-1-3220 GREEN,ORAL,TABLET,,NA,1.8,mg,,,
