 Name , Year ,SMILES,MW,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,TPSA,XLOGP3
 TOPOTECAN ,1996,CCC(C(C=C1N2Cc3cc4c(CN(C)C)c(O)ccc4nc13)=C(CO1)C2=O)(C1=O)O,421.45,0.35,3,7,2,104.89,1.22
 TRANDOLAPRIL ,1996,CCOC([C@H](CCc1ccccc1)N[C@@H](C)C(N([C@@H](C1)C([O-])=O)[C@@H]2[C@@H]1CCCC2)=O)=O,429.53,0.62,11,6,1,98.77,1.97
 VALSARTAN ,1996,CCCCC(N(Cc(cc1)ccc1-c(cccc1)c1-c1n[nH]nn1)C(C(C)C)C([O-])=O)=O,434.51,0.38,11,6,1,114.9,4.39
 ZAFIRLUKAST ,1996,Cc(cccc1)c1S(NC(c1cc(OC)c(Cc2cn(C)c(cc3)c2cc3NC(OC2CCCC2)=O)cc1)=O)(=O)=O,575.68,0.29,11,6,2,124.11,5.51
 ZILEUTON ,1996,CC(c1cc(cccc2)c2s1)N(C(N)=O)O,236.29,0.18,3,2,2,94.8,1.61
 ALATROFLOXACIN ,1997,C[C@@H](C(N[C@@H](C)C(N[C@@H]1[C@@H](C2)[C@H]1CN2c(nc(c(C(C(C([O-])=O)=C1)=O)c2)N1c(ccc(F)c1)c1F)c2F)=O)=O)N,557.5,0.35,9,10,3,162.48,-0.2
 ANAGRELIDE ,1997,O=C(CN1C2)NC1=Nc(cc1)c2c(Cl)c1Cl,256.09,0.2,0,2,1,44.7,1.6
 ARBUTAMINE ,1997,OC(CNCCCCc(cc1)ccc1O)c(cc1)cc(O)c1O,317.38,0.33,8,5,5,92.95,0.94
 CEFDINIR ,1997,C=CC(CS[C@H]1[C@H]2NC(/C(/c3csc(N)n3)=N\O)=O)=C(C([O-])=O)N1C2=O,394.41,0.21,6,7,3,214.58,-0.05
 CERIVASTATIN ,1997,CC(C)c1c(COC)c(-c(cc2)ccc2F)c(/C=C/[C@H](C[C@H](CC([O-])=O)O)O)c(C(C)C)n1,458.54,0.46,11,7,2,102.71,3.58
 CLOPIDOGREL ,1997,COC(C(c(cccc1)c1Cl)N(CC1)Cc2c1scc2)=O,230.09,0.22,1,1,2,36.42,1.98
 DELAVIRDINE ,1997,CC(C)Nc1cccnc1N(CC1)CCN1C(c1cc(cc(cc2)NS(C)(=O)=O)c2[nH]1)=O,456.56,0.36,7,4,3,118.81,2.45
 DOLASETRON ,1997,O=C(c1c[nH]c2c1cccc2)O[C@@H]1C[C@H](C[C@H](C2)C(C3)=O)N3[C@H]2C1,324.37,0.47,3,4,1,62.4,2.7
 EMEDASTINE ,1997,CCOCCn1c(N2CCN(C)CCC2)nc2c1cccc2,302.41,0.59,5,3,0,33.53,2.22
 EPROSARTAN ,1997,CCCCc1ncc(/C=C(\Cc2cccs2)/C([O-])=O)n1Cc(cc1)ccc1C([O-])=O,422.5,0.26,10,5,0,126.32,4.5
 FENOLDOPAM ,1997,Oc1ccc(C(CNCC2)c(cc3O)c2c(Cl)c3O)cc1,305.76,0.25,1,4,4,72.72,2.39
 FOMEPIZOLE ,1997,Cc1c[nH]nc1,82.1,0.25,0,1,1,28.68,0.58
 GREPAFLOXACIN ,1997,CC(C1)NCCN1c(cc(c1c2C)N(C3CC3)C=C(C([O-])=O)C1=O)c2F,358.39,0.47,3,5,1,77.4,-0.2
 HYDROCORTISONE PROBUTATE ,1997,CCCC(O[C@@](CC1)([C@](C)(C[C@H]2O)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)C(COC(CC)=O)=O)=O,488.61,0.79,9,7,1,106.97,4.22
 IMIQUIMOD ,1997,CC(C)Cn1c(c2ccccc2nc2N)c2nc1,240.3,0.29,2,2,1,56.73,2.62
 IRBESARTAN ,1997,CCCCC(N1Cc(cc2)ccc2-c(cccc2)c2-c2n[nH]nn2)=NC2(CCCC2)C1=O,428.53,0.4,7,5,1,87.13,4.15
 LETROZOLE ,1997,N#Cc1ccc(C(c(cc2)ccc2C#N)n2ncnc2)cc1,285.3,0.06,3,4,0,78.29,2.73
 NELFINAVIR ,1997,CC(C)(C)NC([C@H]1N(C[C@H]([C@H](CSc2ccccc2)NC(c2c(C)c(O)ccc2)=O)O)C[C@@H](CCCC2)[C@@H]2C1)=O,567.78,0.56,12,5,4,127.2,5.67
 PRAMIPEXOLE ,1997,CCCNC(CC1)Cc2c1nc(N)s2,211.33,0.7,3,2,2,79.18,1.86
 QUETIAPINE ,1997,OCCOCCN(CC1)CCN1C1=Nc(cccc2)c2Sc2c1cccc2,383.51,0.38,6,4,1,73.6,2.14
 RALOXIFENE ,1997,Oc(cc1)ccc1-c1c(C(c(cc2)ccc2OCCN2CCCCC2)=O)c(ccc(O)c2)c2s1,473.58,0.25,7,5,2,98.24,6.09
 REPAGLINIDE ,1997,CCOc(cc(CC(NC(CC(C)C)c(cccc1)c1N1CCCCC1)=O)cc1)c1C([O-])=O,451.58,0.48,11,4,1,81.7,5.18
 ROPINIROLE ,1997,CCCN(CCC)CCc1cccc(N2)c1CC2=O,260.37,0.56,7,2,1,32.34,2.7
 SIBUTRAMINE ,1997,CC(C)CC(C1(CCC1)c(cc1)ccc1Cl)N(C)C,279.85,0.65,5,1,0,3.24,5.43
 TAMSULOSIN ,1997,CCOc(cccc1)c1OCCNC(C)Cc(cc1)cc(S(N)(=O)=O)c1OC,408.51,0.4,11,7,2,108.26,2.73
 TAZAROTENE ,1997,CCOC(c(cc1)cnc1C#Cc(cc1)cc2c1SCCC2(C)C)=O,351.46,0.33,3,3,0,64.49,4.9
 TIAGABINE ,1997,Cc1c(C(c2c(C)ccs2)=CCCN(CCC2)CC2C([O-])=O)scc1,374.54,0.45,6,3,0,99.85,2.65
 TILUDRONATE ,1997,[O-]P(C(P([O-])([O-])=O)Sc(cc1)ccc1Cl)([O-])=O,314.58,0.14,4,6,0,171.3,-0.33
 TOREMIFENE ,1997,CN(C)CCOc(cc1)ccc1/C(/c1ccccc1)=C(/CCCl)\c1ccccc1,405.96,0.23,9,2,0,12.47,7.2
 TRICLOSAN ,1997,Oc(cc(cc1)Cl)c1Oc(ccc(Cl)c1)c1Cl,289.54,0,2,2,1,29.46,4.76
 TROGLITAZONE ,1997,C[C@](COc1ccc(C[C@H](C(N2)=O)SC2=O)cc1)(CC1)Oc(c(C)c2C)c1c(C)c2O,441.54,0.42,5,5,2,110.16,5.08
 TROVAFLOXACIN ,1997,N[C@H]1[C@@H](C2)[C@H]1CN2c(nc(c(C(C(C([O-])=O)=C1)=O)c2)N1c(ccc(F)c1)c1F)c2F,415.35,0.25,3,8,1,104.28,0.31
 ZOLMITRIPTAN ,1997,CN(C)CCc1c[nH]c2c1cc(CC(CO1)NC1=O)cc2,287.36,0.44,5,3,2,57.36,2.17
 ABACAVIR ,1998,Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@H](CO)C3)c2n1,286.33,0.5,4,4,3,101.88,0.87
 BRINZOLAMIDE ,1998,CCNC(CN1CCCOC)c(cc(s2)S(N)(=O)=O)c2S1(=O)=O,383.51,0.67,7,8,2,163.8,-0.26
 CANDESARTAN ,1998,CCOc1nc2cccc(C([O-])=O)c2n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1,439.45,0.12,7,7,1,121.64,4.14
 CANDESARTAN CILEXETIL ,1998,CCOc1nc2cccc(C(OC(C)OC(OC3CCCCC3)=O)=O)c2n1Cc(cc1)ccc1-c(cccc1)c1-c1nnn[nH]1,610.66,0.33,13,10,1,143.34,7.11
 CAPECITABINE ,1998,CCCCCOC(NC(C(F)=CN1[C@H]([C@H]2O)O[C@@H](C)[C@@H]2O)=NC1=O)=O,359.35,0.67,8,8,3,122.91,0.56
 CEFPODOXIME ,1998,COCC(CS[C@H]1[C@H]2NC(/C(/c3csc(N)n3)=N\OC)=O)=C(C([O-])=O)N1C2=O,426.45,0.4,8,8,2,212.81,-1.4
 CELECOXIB ,1998,Cc(cc1)ccc1-c1cc(C(F)(F)F)nn1-c(cc1)ccc1S(N)(=O)=O,381.37,0.12,4,7,1,86.36,3.4
 CITALOPRAM ,1998,CN(C)CCCC1(c(cc2)ccc2F)OCc2c1ccc(C#N)c2,929.14,0.51,26,12,0,126.44,7.86
 EFAVIRENZ ,1998,O=C(Nc(cc1)c2cc1Cl)OC2(C(F)(F)F)C#CC1CC1,315.67,0.36,1,5,1,38.33,4.01
 EPTIFIBATIDE ,1998,NC([C@H](CSSCCC(N[C@@H](CCCCN=C(N)N)C(NCC(N[C@@H](CC([O-])=O)C(N[C@@H](Cc1c[nH]c2c1cccc2)C(N1[C@H]2CCC1)=O)=O)=O)=O)=O)NC2=O)=O,830.95,0.51,10,10,9,379.82,-2.45
 LEFLUNOMIDE ,1998,Cc(onc1)c1C(Nc1ccc(C(F)(F)F)cc1)=O,270.21,0.17,4,6,1,55.13,2.49
 LOTEPREDNOL ETABONATE ,1998,CCOC(O[C@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CC1)[C@H]2[C@@](C)(C=C2)C1=CC2=O)C(OCCl)=O)=O,466.95,0.71,7,7,1,99.13,3.92
 MODAFINIL ,1998,NC(CS(C(c1ccccc1)c1ccccc1)=O)=O,273.35,0.13,5,2,1,79.37,1.72
 MONTELUKAST ,1998,CC(C)(c1c(CCC(c2cccc(/C=C/c3ccc(ccc(Cl)c4)c4n3)c2)SCC2(CC([O-])=O)CC2)cccc1)O,585.18,0.31,12,4,1,98.55,7.72
 NARATRIPTAN ,1998,CNS(CCc(cc1)cc2c1[nH]cc2C1CCN(C)CC1)(=O)=O,335.46,0.53,5,4,2,73.58,1.99
 PARICALCITOL ,1998,C[C@@H]([C@H](CC1)[C@](C)(CCC2)[C@H]1/C2=C/C=C(C[C@@H](C1)O)C[C@@H]1O)/C=C/[C@@H](C)C(C)(C)O,416.64,0.78,5,3,3,60.69,5.01
 RIFAPENTINE ,1998,C[C@H]([C@@H]([C@H](C)[C@H]([C@@H](C)[C@@H](/C=C/O[C@@](C)(C(c1c2c(O)c3/C=N/N(CC4)CCN4C4CCCC4)=O)Oc1c(C)c(O)c2c(O)c3NC(/C(/C)=C\C=C\[C@H]1C)=O)OC)OC(C)=O)O)[C@@H]1O,877.03,0.57,6,14,6,220.15,-2.56
 RISEDRONATE ,1998,[O-]P(C(Cc1cnccc1)(O)P([O-])([O-])=O)([O-])=O,279.08,0.29,4,8,1,179.12,-3.15
 RIZATRIPTAN ,1998,CN(C)CCc1c[nH]c2c1cc(Cn1ncnc1)cc2,269.34,0.33,5,3,1,49.74,2.02
 SILDENAFIL ,1998,CCCc1nn(C)c2c1NC(c(cc(cc1)S(N3CCN(C)CC3)(=O)=O)c1OCC)=NC2=O,474.58,0.5,7,8,1,121.8,1.48
 TELMISARTAN ,1998,CCCc1nc(c(C)cc(-c2nc(cccc3)c3n2C)c2)c2n1Cc(cc1)ccc1-c(cccc1)c1C([O-])=O,513.61,0.18,7,4,0,75.77,6.92
 THALIDOMIDE ,1998,O=C(c1c2cccc1)N(C(CCC(N1)=O)C1=O)C2=O,258.23,0.23,1,4,1,83.55,0.33
 TIROFIBAN ,1998,CCCCS(NC(Cc(cc1)ccc1OCCCCC1CCNCC1)C([O-])=O)(=O)=O,439.59,0.68,14,7,2,115.94,1.43
 TOLCAPONE ,1998,Cc(cc1)ccc1C(c(cc1O)cc([N+]([O-])=O)c1O)=O,273.24,0.07,3,5,2,103.35,3.3
 TOLTERODINE ,1998,CC(C)N(CCC(c1ccccc1)c(cc(C)cc1)c1O)C(C)C,325.49,0.45,7,2,1,23.47,5.64
 VALRUBICIN ,1998,CCCCC(OCC([C@](C[C@H](c1c(c(C(c(c2ccc3)c3OC)=O)c3C2=O)O)O[C@H](C[C@H]2NC(C(F)(F)F)=O)O[C@H](C)[C@@H]2O)(Cc1c3O)O)=O)=O,723.64,0.5,13,16,5,215.22,3.6
 ALITRETINOIN ,1999,CC1(C)C(/C=C/C(/C)=C\C=C\C(\C)=C\C([O-])=O)=C(C)CCC1,299.43,0.45,5,2,0,40.13,6.3
 AMINOLEVULINIC ACID ,1999,NCC(CCC([O-])=O)=O,130.12,0.6,4,4,1,83.22,-3.81
 AMPRENAVIR ,1999,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(O[C@@H]1COCC1)=O)O)S(c(cc1)ccc1N)(=O)=O,505.63,0.48,13,7,3,139.57,2.89
 BEXAROTENE ,1999,CC(C)(CCC(C)(C)c1c2)c1cc(C)c2C(c(cc1)ccc1C([O-])=O)=C,347.47,0.38,3,2,0,40.13,7.6
 CILOSTAZOL ,1999,O=C(CC1)Nc(cc2)c1cc2OCCCCc1nnnn1C1CCCCC1,356.44,0.69,12,6,2,160.68,-1.04
 DALFOPRISTIN ,1999,CCN(CC)CCS([C@@H](CC1)[C@@H](C(O[C@@H](C(C)C)[C@@H](C)/C=C/C(NC/C=C/C(/C)=C/[C@@H](CC(Cc2nc3co2)=O)O)=O)=O)N1C3=O)(=O)=O,690.85,0.62,7,11,2,184.8,2.23
 DEXMEDETOMIDINE ,1999,CC(c1cnc[nH]1)c1c(C)c(C)ccc1,200.28,0.31,2,1,1,28.68,3.08
 DOFETILIDE ,1999,CN(CCc(cc1)ccc1NS(C)(=O)=O)CCOc(cc1)ccc1NS(C)(=O)=O,441.56,0.37,11,6,2,121.57,1.82
 DOXERCALCIFEROL ,1999,CC(C)[C@H](C)/C=C/[C@H](C)[C@H](CC1)[C@](C)(CCC2)[C@H]1/C2=C/C=C(/C[C@@H](C[C@H]1O)O)\C1=C,412.65,0.71,5,2,2,40.46,4.29
 ENTACAPONE ,1999,CCN(CC)C(/C(/C#N)=C/c(cc1O)cc([N+]([O-])=O)c1O)=O,305.29,0.29,6,6,2,130.38,2.14
 EPIRUBICIN ,1999,C[C@H]([C@H]([C@@H](C1)N)O)O[C@@H]1O[C@H](C[C@](C1)(C(CO)=O)O)c(c(O)c2C(c(c3ccc4)c4OC)=O)c1c(O)c2C3=O,543.52,0.44,5,12,6,206.07,1.27
 EXEMESTANE ,1999,C[C@](CC1)([C@@H](CC2)[C@H](CC3=C)[C@H]1[C@@](C)(C=C1)C3=CC1=O)C2=O,296.4,0.6,0,2,0,34.14,3.07
 GANIRELIX ,1999,CCNC(NCC)=NCCCC[C@H](C(N[C@@H](CC(C)C)C(N[C@@H](CCCCN=C(NCC)NCC)C(N(CCC1)[C@@H]1C(N[C@H](C)C(N)=O)=O)=O)=O)=O)NC([C@H](Cc(cc1)ccc1O)NC([C@H](CO)NC([C@@H](Cc1cnccc1)NC([C@@H](Cc(cc1)ccc1Cl)NC([C@@H](Cc1cc2ccccc2cc1)NC(C)=O)=O)=O)=O)=O)=O,1570.32,0.5,58,16,16,451.49,5.38
 GATIFLOXACIN ,1999,CC(C1)NCCN1c(c(OC)c(c1c2)N(C3CC3)C=C(C([O-])=O)C1=O)c2F,374.39,0.47,4,6,1,86.63,-0.74
 KETOTIFEN ,1999,CN(CC1)CCC1=C(c1c(C(C2)=O)scc1)c1c2cccc1,309.43,0.32,0,2,0,48.55,3.23
 LEVALBUTEROL ,1999,CC(C)(C)NCC(c(cc1)cc(CO)c1O)O,239.31,0.54,5,4,4,72.72,0.31
 LEVETIRACETAM ,1999,CCC(C(N)=O)N(CCC1)C1=O,408.88,0.4,10,6,2,99.88,3
 MEQUINOL ,1999,COc(cc1)ccc1O,124.14,0.14,1,2,1,29.46,1.58
 MOXIFLOXACIN ,1999,COc(c(N1C[C@@H]2NCCC[C@@H]2C1)c(cc12)F)c2N(C2CC2)C=C(C([O-])=O)C1=O,400.42,0.52,4,6,1,86.63,0.61
 ORLISTAT ,1999,CCCCCCCCCCC[C@@H](C[C@@H]([C@@H]1CCCCCC)OC1=O)OC([C@H](CC(C)C)NC=O)=O,495.73,0.9,24,5,1,81.7,9.96
 OSELTAMIVIR ,1999,CCC(CC)O[C@@H]([C@@H]([C@H](C1)N)NC(C)=O)C=C1C(OCC)=O,312.4,0.75,9,5,2,90.65,1.1
 PEMIROLAST ,1999,CC(C1=NC=C2c3n[nH]nn3)=CC=CN1C2=O,228.21,0.1,1,5,1,88.83,-0.28
 PIOGLITAZONE ,1999,CCc1cnc(CCOc2ccc(CC(C(N3)=O)SC3=O)cc2)cc1,356.44,0.32,7,4,1,93.59,3.75
 QUINUPRISTIN ,1999,CC[C@@H](C(N(CCC1)[C@@H]1C(N(C)[C@@H](Cc(cc1)ccc1N(C)C)C(N(C[C@@H](CS[C@H]1[C@H](CC2)CCN2C1)C(C1)=O)[C@@H]1C(N[C@@H](c1ccccc1)C(O[C@@H](C)[C@@H]1NC(c2ncccc2O)=O)=O)=O)=O)=O)=O)NC1=O,1022.22,0.53,11,12,4,256.5,4.15
 RABEPRAZOLE ,1999,Cc(c(CS(c1nc(cccc2)c2[nH]1)=O)ncc1)c1OCCCOC,359.44,0.33,8,5,1,96.31,2.1
 RAPACURONIUM ,1999,CCC(O[C@@H]([C@H](C1)[N+]2(CC=C)CCCCC2)[C@@](C)(CC2)[C@@H]1[C@H](CC1)[C@H]2[C@@](C)(C[C@@H]2N3CCCCC3)[C@@H]1C[C@@H]2OC(C)=O)=O,597.89,0.89,9,5,0,55.84,7.65
 ROFECOXIB ,1999,CS(c(cc1)ccc1C(COC1=O)=C1c1ccccc1)(=O)=O,314.36,0.12,3,4,0,68.82,2.27
 ROSIGLITAZONE ,1999,CN(CCOc1ccc(CC(C(N2)=O)SC2=O)cc1)c1ncccc1,357.43,0.28,7,4,1,96.83,3.11
 SIROLIMUS ,1999,C[C@@H](C[C@@H](CC[C@@H]1O)C[C@@H]1OC)[C@@H](CC([C@@H](C)/C=C(\C)/[C@@H]([C@@H](C([C@@H](C)C[C@@H](C)/C=C/C=C/C=C(\C)/[C@@H](C[C@@H](CC[C@@H]1C)O[C@@]1(C(C(N1[C@@H]2CCCC1)=O)=O)O)OC)=O)OC)O)=O)OC2=O,914.17,0.75,6,13,3,195.43,6.02
 TEMOZOLOMIDE ,1999,CN1N=Nc2c(C(N)=O)ncn2C1=O,194.15,0.17,1,5,1,108.17,-1.06
 ZALEPLON ,1999,CCN(C(C)=O)c1cc(-c(n2nc3)ccnc2c3C#N)ccc1,305.33,0.18,4,4,0,74.29,1.43
 ZANAMIVIR ,1999,CC(N[C@H]([C@@H]([C@H]([C@H](CO)O)O)OC(C([O-])=O)=C1)[C@@H]1N=C(N)N)=O,331.3,0.58,7,8,6,203.55,-3.19
 ALOSETRON ,2000,Cc1c(CN(CCc2c3c(cccc4)c4n2C)C3=O)nc[nH]1,294.35,0.29,2,2,1,53.92,1.6
 ALPHA-TOCOPHEROL ACETATE ,2000,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2OC(C)=O,472.74,0.77,14,3,0,35.53,10.8
 ARGATROBAN ,2000,C[C@@H](CC1)C[C@@H](C([O-])=O)N1C([C@@H](CCCN=C(N)N)NS(c1c2NC[C@H](C)Cc2ccc1)(=O)=O)=O,507.63,0.61,10,7,4,191.42,1.34
 ARTICAINE ,2000,CCCNC(C)C(Nc1c(C(OC)=O)scc1C)=O,284.37,0.54,8,4,2,95.67,2.78
 BALSALAZIDE ,2000,[O-]C(CCNC(c(cc1)ccc1/N=N/c(cc1)cc(C([O-])=O)c1O)=O)=O,355.3,0.12,8,8,2,154.31,2.2
 CALICHEAMICIN ,2000,CCN([C@@H](CO[C@H](C1)O[C@H]([C@H]2O)[C@H](O[C@H](C(/C3=C\CCSSSC)=C(C(C4)=O)NC([O-])=O)C#C/C=C\C#C[C@@]34O)O[C@H](C)[C@H]2NO[C@@H](C[C@@H]2O)O[C@H](C)[C@H]2SC(c(c(OC)c2OC)c(C)c(I)c2O[C@@H]([C@@H]([C@@H]2OC)O)O[C@@H](C)[C@@H]2O)=O)[C@H]1OC)C(C)=O,1368.4,###,###,###,###,###,###
 CETRORELIX ,2000,CC(C)C[C@@H](C(N[C@@H](CCCNC(N)=[NH2+])C(N(CCC1)[C@@H]1C(N[C@H](C)C(N)=O)=O)=O)=O)NC([C@@H](CCCNC(N)=O)NC([C@H](Cc(cc1)ccc1O)NC([C@H](CO)NC([C@@H](Cc1cnccc1)NC([C@@H](Cc(cc1)ccc1Cl)NC([C@@H](Cc1cc2ccccc2cc1)NC(C)=O)=O)=O)=O)=O)=O)=O,1432.05,0.43,50,15,17,497.41,2.26
 CEVIMELINE ,2000,C[C@H]1SC[C@]2([C@H](CC3)CCN3C2)O1,199.31,1,0,2,0,37.77,1.47
 CHOLECALCIFEROL ,2000,CC(C)CCC[C@H](C)[C@H](CC1)[C@](C)(CCC2)[C@H]1/C2=C/C=C(/C[C@H](CC1)O)\C1=C,169.57,0,0,2,1,46,1.79
 DOCOSANOL ,2000,CCCCCCCCCCCCCCCCCCCCCCO,326.6,1,20,1,1,20.23,10.36
 LEVOTHYROXINE ,2000,NC(Cc(cc1I)cc(I)c1Oc(cc1I)cc(I)c1O)C([O-])=O,257.37,0.65,0,2,1,23.47,3.11
 LINEZOLID ,2000,CC(NCC(CN1c(cc2)cc(F)c2N2CCOCC2)OC1=O)=O,337.35,0.5,5,5,1,71.11,0.69
 LOPINAVIR ,2000,CC(C)[C@@H](C(N[C@H](C[C@@H]([C@H](Cc1ccccc1)NC(COc1c(C)cccc1C)=O)O)Cc1ccccc1)=O)N(CCCN1)C1=O,628.8,0.43,17,5,4,120,5.92
 MELOXICAM ,2000,Cc1cnc(N/C(/O)=C(/C(c2c3cccc2)=O)\N(C)S3(=O)=O)s1,351.4,0.14,2,5,2,136.22,2.64
 MIFEPRISTONE ,2000,C[C@](C[C@@H]1c(cc2)ccc2N(C)C)([C@@H](CC2)[C@H](CC3)C1=C(CC1)C3=CC1=O)[C@@]2(C#CC)O,429.59,0.55,2,2,1,40.54,3.77
 NATEGLINIDE ,2000,CC(C)[C@H](CC1)CC[C@@H]1C(NC(Cc1ccccc1)C([O-])=O)=O,316.41,0.58,7,3,1,69.23,4.06
 OXCARBAZEPINE ,2000,NC(N(c1c(C2)cccc1)c(cccc1)c1C2=O)=O,252.27,0.07,1,2,1,63.4,1.71
 PANTOPRAZOLE ,2000,COc(ccnc1CS(c2nc(ccc(OC(F)F)c3)c3[nH]2)=O)c1OC,383.37,0.25,7,8,1,105.54,2.37
 PIPERONYL BUTOXIDE ,2000,CCCCOCCOCCOCc(c(CCC)c1)cc2c1OCO2,338.44,0.68,13,5,0,46.15,4.75
 PROGUANIL ,2000,CC(C)/N=C(\N)/N=C(\N)/Nc(cc1)ccc1Cl,253.73,0.27,4,2,3,88.79,3.87
 RIVASTIGMINE ,2000,CCN(C)C(Oc1cc(C(C)N(C)C)ccc1)=O,250.34,0.5,6,3,0,32.78,2.29
 TRIPTORELIN ,2000,CC(C)C[C@@H](C(N[C@@H](CCCNC(N)=[NH2+])C(N(CCC1)[C@@H]1C(NCC(N)=O)=O)=O)=O)NC([C@@H](Cc1c[nH]c2c1cccc2)NC([C@H](Cc(cc1)ccc1O)NC([C@H](CO)NC([C@H](Cc1c[nH]c2c1cccc2)NC([C@H](Cc1c[nH]cn1)NC([C@H](CC1)NC1=O)=O)=O)=O)=O)=O)=O,1312.46,0.42,43,14,18,489.66,0.09
 UNOPROSTONE ISOPROPYL ,2000,CCCCCCCC(CC[C@H]([C@@H](C/C=C\CCCC(OC(C)C)=O)[C@H](C1)O)[C@@H]1O)=O,424.61,0.84,17,5,2,83.83,4.86
 ZONISAMIDE ,2000,NS(Cc1noc2c1cccc2)(=O)=O,212.23,0.12,2,5,1,94.57,0.24
 ALMOTRIPTAN ,2001,CN(C)CCc1c[nH]c2c1cc(CS(N1CCCC1)(=O)=O)cc2,335.46,0.53,6,4,1,64.79,1.92
 BIMATOPROST ,2001,CCNC(CCC/C=C\C[C@H]([C@@H](C[C@@H]1O)O)[C@@H]1/C=C/[C@@H](CCc1ccccc1)O)=O,415.57,0.56,13,4,4,89.79,2.82
 BOSENTAN ,2001,CC(C)(C)c(cc1)ccc1S(Nc1nc(-c2ncccn2)nc(OCCO)c1Oc(cccc1)c1OC)(=O)=O,551.61,0.26,11,10,2,154.03,3.83
 CASPOFUNGIN ,2001,CC[C@@H](C)C[C@@H](C)CCCCCCCCC(N[C@H](C[C@@H]([C@@H](NCCN)NC([C@@H]([C@@H](CC1)O)N1C([C@H]([C@H](CCN)O)NC([C@@H]([C@H]([C@@H](c(cc1)ccc1O)O)O)NC([C@@H](C[C@@H](C1)O)N1C([C@@H]([C@H](C)O)N1)=O)=O)=O)=O)=O)O)C1=O)=O,1093.31,0.75,24,18,16,412.03,0.34
 CEFDITOREN ,2001,Cc1c(/C=C\C(CS[C@H]2[C@H]3NC(/C(/c4csc(N)n4)=N\OC)=O)=C(C([O-])=O)N2C3=O)scn1,505.57,0.26,8,8,2,244.71,-0.05
 CEFDITOREN PIVOXIL ,2001,CC(C)(C)C(OCOC(C(N([C@H]([C@H]1NC(/C(/c2csc(N)n2)=N\OC)=O)SC2)C1=O)=C2/C=C\c1c(C)ncs1)=O)=O,620.72,0.4,13,10,2,257.18,-0.05
 DESLORATADINE ,2001,Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1,310.82,0.32,0,2,1,24.92,4.5
 DROSPIRENONE ,2001,C[C@@](CC1)([C@H]([C@@H]2[C@H]3C2)[C@@H]([C@H]2[C@@H]4C2)[C@@H]1[C@](C)(CC1)C4=CC1=O)[C@]3(CC1)OC1=O,366.49,0.83,0,3,0,43.37,2.47
 DUTASTERIDE ,2001,C[C@@](CC1)([C@H](CC2)[C@@H](CC[C@@H]3N4)[C@@H]1[C@]3(C)C=CC4=O)[C@@H]2C(Nc1c(C(F)(F)F)ccc(C(F)(F)F)c1)=O,528.53,0.63,5,8,2,58.2,5.37
 ERTAPENEM ,2001,C[C@H]([C@H]([C@@H]([C@H]1C)N2C(C([O-])=O)=C1S[C@@H](C1)CN[C@@H]1C(Nc1cc(C([O-])=O)ccc1)=O)C2=O)O,473.5,0.45,8,8,3,187.23,-1.46
 ETONOGESTREL ,2001,CC[C@](C1)([C@@H](CC2)[C@H](CCC([C@@H]3CC4)=CC4=O)[C@@H]3C1=C)[C@@]2(C#C)O,324.46,0.68,1,2,1,37.3,3.16
 FONDAPARINUX ,2001,CO[C@@H]([C@H]([C@@H]1O)NS(O)(=O)=O)O[C@@H](COS(O)(=O)=O)[C@@H]1O[C@H]([C@H]([C@@H]([C@H]1O[C@@H]([C@H]([C@@H]2OS(O)(=O)=O)NS(O)(=O)=O)O[C@@H](COS(O)(=O)=O)[C@@H]2O[C@H]([C@H]([C@@H]([C@H]2O[C@@H]([C@H]([C@@H]3O)NS(O)(=O)=O)O[C@@H](COS(O)(=O)=O)[C@@H]3O)O)O)O[C@H]2C([O-])=O)O)OS(O)(=O)=O)O[C@@H]1C([O-])=O,1506.25,0.94,30,52,17,878.18,-14.71
 FORMOTEROL ,2001,C[C@H](Cc(cc1)ccc1OC)NC[C@@H](c(cc1)cc(NC=O)c1O)O,344.4,0.32,9,5,4,90.82,1.84
 FROVATRIPTAN ,2001,CNC(CC1)Cc2c1[nH]c(cc1)c2cc1C(N)=O,243.3,0.36,2,2,3,70.91,1.25
 GALANTAMINE ,2001,CN(CC[C@]1([C@H](C2)O3)C=C[C@@H]2O)Cc(cc2)c1c3c2OC,287.35,0.53,1,4,1,41.93,1.84
 IMATINIB ,2001,Cc(ccc(NC(c1ccc(CN2CCN(C)CC2)cc1)=O)c1)c1Nc1nc(-c2cnccc2)ccn1,493.6,0.24,8,6,2,86.28,3.52
