id	compound_id	toxicity_adm_other_routes	toxicity_age_group	toxicity_dose_other_types	toxicity_dose_other_units	toxicity_dose_type	toxicity_dose_units	toxicity_dose_value	toxicity_exp_other_types	toxicity_experiment_type	toxicity_food_status	toxicity_frequency_other_period	toxicity_frequency_period	toxicity_frequency_times	toxicity_health_status	toxicity_routes	toxicity_sex	toxicity_source_type	toxicity_source_uri	toxicity_species	tox_application_smiles	toxicity_do_id	tox_application_pt_3	tox_application_cid	tox_application_unii	toxicity_age_group_median	toxicity_diff_dose_type	tox_application_dosing_comment_2	tox_application_pt_2	toxicity_dose_comment	toxicityappcombo	toxicity_age_group_to	toxicity_population_size	toxicity_do	tox_application_dosing_comment	tox_application_mw	tox_application_query_3	tox_application_query	toxicity_age_group_from	tox_application_pt	tox_application_dosing_comment_3	toxicity_duration	toxicity_duration_units	tox_application_query_2	toxicity_source_page
4672	2275		children				ug/kg	3		single					unhealthy	intravenous			https://clinicaltrials.gov/ct2/show/NCT02361476	Homo sapiens													191	Surgery											
4673	2275					Recommended	mg	0.1		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022331Orig1s001.pdf	Homo sapiens						9							76	attention deficit hyperactivity disorder								8	week		nda/2010/022331Orig1s001.pdf - p.108
4674	2275					Recommended	mg	0.2		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022331Orig1s001.pdf	Homo sapiens						10		54 mg/day		plus Amphetamine or Methylphenidate			102	attention deficit hyperactivity disorder				Amphetamine				8	week	Methylphenidate	nda/2010/022331Orig1s001.pdf - p.108
4675	2275					Recommended	mg	0.2		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022331Orig1s001.pdf	Homo sapiens						9							78	attention deficit hyperactivity disorder								8	week		nda/2010/022331Orig1s001.pdf - p.108
4676	2275					Studied dose	mg	0.25		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022331Orig1s001.pdf	Homo sapiens						13							1	attention deficit hyperactivity disorder	54 mg/day			Methylphenidate	13			1	day		nda/2010/022331Orig1s001.pdf - p.139
4677	2275						mg	0.1		steady			day	2	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT00884832	Homo sapiens													22	Fecal Incontinence								4	week		
4678	2276		children|adults				mg	360		steady			day	1	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT00319982	Homo sapiens													18	Cardiomyopathy											
4679	2276					Recommended	mg	225		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/3543092/	Homo sapiens							mean			dose range 90-360 mg		74	15	coronary artery spasm					35			4	week		
4680	2276					Recommended	mg	315		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-392_Cardizem%20LA_medr.PDF	Homo sapiens						52.6	mean			dose range 120-540 mg			409	hypertension								7	week		
4681	2276					Recommended	mg	360		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/3511660/	Homo sapiens						57							40	hypertension								12	week		
4682	2276					Studied dose	g	4.2		single			day	1	unknown	oral	M		https://pubmed.ncbi.nlm.nih.gov/1940240/	Homo sapiens						42							1						42			1	day		
4683	2276					Studied dose	g	9		single			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/8249857/	Homo sapiens						51							1	hypercholesterolemia					51			1	day		
4684	2277		adult			Recommended	mg	700		steady			day	1	unhealthy	transdermal	unknown		https://pubmed.ncbi.nlm.nih.gov/31469302/	Homo sapiens													404	Neuropathic pain								12	week		
4685	2277		adult			Studied dose	%	5		steady			day	1	unhealthy	transdermal	M+F		https://pubmed.ncbi.nlm.nih.gov/19485723/	Homo sapiens													300	post-herpetic neuralgia and diabetic polyneuropathy								4	week		
4686	2277		adult				mg	1.5		single					unhealthy	intravenous	F		https://clinicaltrials.gov/ct2/show/NCT00913003	Homo sapiens										Lidocaine bolus infusion 1.5 mg/kg IV using participants IBW(Ideal Body Weight) Lidocaine infusion after bolus and continuing until 1 hour after skin closure 33.3 mcg/kg/mn IV (IBW)			11	Pain											
4687	2277		adult				mg/kg	1		single					unhealthy	intravenous	M+F		https://clinicaltrials.gov/ct2/show/NCT00938964	Homo sapiens										Related publication: [PMID:27470233]: intravenous lidocaine bolus (1 mg/kg) on induction, followed by a continuous infusion of 48 μg/kg/min for one hour, 24 μg/kg/minfor the second hour, and 10 μg/kg/min for the subsequent 46 hr			241	Cognitive Decline											
4688	2277					Overdose	mg	800		single					unhealthy	intravenous	M		https://pubmed.ncbi.nlm.nih.gov/7081027/	Homo sapiens						57							1	hypertensive, severe precordial pain					57						
4689	2277					Studied dose	mg	2		steady			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/19222600/	Homo sapiens										1 to 2 mg		66	68	chronic daily headache and chronic cluster headache					17			15	day		
4690	2278		adult			Overdose	mg	252		single					healthy	intravenous	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/050746s013lbl.pdf	Homo sapiens																									
4691	2278		adult			Overdose	mg	500		single					healthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/050746s013lbl.pdf	Homo sapiens																									
4692	2278		adult			Recommended	%	2		steady			day	3	unhealthy	topical	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/050746s013lbl.pdf	Homo sapiens										cream			339	various skin lesions								5	day		
4693	2278		adult			Recommended	%	2		steady			day	3	unhealthy	topical	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/050746s013lbl.pdf	Homo sapiens										cream			82	secondarily infected eczema								5	day		
4694	2278		children			Recommended	%	2		steady			day	1	unhealthy	topical	unknown		https://pubmed.ncbi.nlm.nih.gov/29728181/	Homo sapiens										cream			8	tympanostomy tube otorrhea caused by methicillin-resistant Staphylococcus aureus								7	month		
4695	2279		adult				mg	8		single					healthy	intranasal			https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/208411lbl.pdf	Homo sapiens										Two Nasal Sprays			28												
4696	2279					Highest studied dose	mg/m2	160		single					unhealthy	intravenous			https://pubmed.ncbi.nlm.nih.gov/2339451	Homo sapiens							starting			loading dose of 160 mg/m2 over 15 minutes followed by a 24-hour infusion at the rate of 80 mg/m2/hr		85	38	acute ischemic stroke					35						
4697	2279						mg	0.8		single					healthy	intramuscular	M+F		https://pubmed.ncbi.nlm.nih.gov/29568976	Homo sapiens						23.8							12						23.8						
4698	2280		adult				mg	500		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02262754	Homo sapiens													74	Low Back Pain								4	week		
4699	2280					Highest studied dose	g	4		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/954349/	Homo sapiens						20							4												p.272
4700	2280					Overdose	g	12.5		single					healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/2552870	Homo sapiens						15				suicide attempt			1												1102/129
4701	2280					Overdose	g	26		single					unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/31742906	Homo sapiens						58				suicide attempt			1	Depressive syndrome|Anxiety											p.458
4702	2280					Overdose	g	70.4		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/24756481	Homo sapiens						28				suicide attempt			1					alcohol, p.o							p.103
4703	2280					Recommended	mg	550		multiple			day	2	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/017581s113,018164s063,020067s020lbl.pdf	Homo sapiens														Pain|Primary Dysmenorrhea| Acute Tendonitis| Acute Bursitis											p.1
4704	2281					Recommended	mg	10		single			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20763_Amerge_Medr_P1.pdf	Homo sapiens						39							96	migraine											Study 2004
4705	2281					Recommended	mg	2.5		multiple			day	3	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20763_Amerge_Medr_P1.pdf	Homo sapiens						40.4							127	migraine								3	day		Study 3002
4706	2282		adult			Highest studied dose	mg	64		single			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/31181225/	Homo sapiens																						1	day		
4707	2282		adult			Overdose	mg	72		single			day	1	unknown	intravenous			https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020007s042,020403s020lbl.pdf	Homo sapiens													1									1	day		
4708	2282					Overdose	mg	56		single			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/18803119/	Homo sapiens													1									1	day		
4709	2282					Overdose	mg	60		single			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/22668671/	Homo sapiens						8							1	B-cell lymphoblastic lymphoma					8			1	day		
4710	2282					Studied dose	mg	8		single			day	1	healthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20781_Zofran.pdf	Homo sapiens						32.1							6									1	day		
4711	2282					Studied dose	mg	8		single			day	1	healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20781_Zofran.pdf	Homo sapiens						27							24									1	day		
4712	2283		adult			Highest studied dose	mg	500		steady			day	1	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/1220958	Homo sapiens														depression								4	day		
4713	2283		adult			Overdose	g	2		single					unhealthy	intramuscular			https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/012157s028lbl.pdf | https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/013055s021lbl.pdf	Homo sapiens										the minimum lethal dose was found to be 2-3 grams for adults; however, the range of toxicity is variable and unpredictable.															
4714	2283		adult			Overdose	g	2		single					unhealthy	intravenous			https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/012157s028lbl.pdf | https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/013055s021lbl.pdf	Homo sapiens										the minimum lethal dose was found to be 2-3 grams for adults; however, the range of toxicity is variable and unpredictable.															
4715	2283		adult			Overdose	g	2		single					unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/012157s028lbl.pdf | https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/013055s021lbl.pdf	Homo sapiens										the minimum lethal dose was found to be 2-3 grams for adults; however, the range of toxicity is variable and unpredictable.															
4716	2284		adult			Recommended	mg	20		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20932_medr_P2.pdf	Homo sapiens							mean			stabilization period			120	chronic pain								5	day		/nda/98/20932_medr_P2.pdf - p.21
4717	2284		adult			Recommended	mg	20		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20932_medr_P2.pdf	Homo sapiens							mean			treatment period			125	chronic pain								7	week		/nda/98/20932_medr_P2.pdf - p.21
4718	2284		adult			Recommended	mg	5		multiple			day	4	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20932_medr_P2.pdf	Homo sapiens										stabilization period			63	chronic pain								5	day		/nda/98/20932_medr_P2.pdf - p.21
4719	2284		adult			Recommended	mg	5		multiple			day	4	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20932_medr_P2.pdf	Homo sapiens										treatment period			126	chronic pain								7	week		/nda/98/20932_medr_P2.pdf - p.21
4720	2284		adult				mg	5		multiple			day	3	healthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01500317	Homo sapiens													12									2	day		
4721	2284					Studied dose	mg	15		single			day	1	healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202080Orig1s000MedR.pdf	Homo sapiens						36							40									1	day		nda/2011/202080Orig1s000MedR.pdf - p.22
4722	2284					Studied dose	mg	30		single			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/1994955/	Homo sapiens						30		1/4 g; single					1		1950 mg; single			acetaminophen	30			1	day	cocaine	
4723	2284					Studied dose	mg	6		single			day	2	healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202080Orig1s000MedR.pdf | https://pubmed.ncbi.nlm.nih.gov/22717418/	Homo sapiens						33	mean			5 separate single dose: 1x5 mg; 2x5 mg; 2x7.5 mg; 2x7.5 mg (fed); 1x15 mg			35									1	day		nda/2011/202080Orig1s000MedR.pdf - p.22
4724	2285						mg	30		single					unhealthy	intramuscular			https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016194s081lbl.pdf	Homo sapiens										Initiate the dosing regimen for each patient individually, taking into account the patient's severity of pain, patient response, prior analgesic treatment experience, and risk factors for addiction, abuse, and misuse. The recommended single parenteral dose is 30 mg by intramuscular, subcutaneous, or intravenous route.								benzodiazepines							
4725	2285						mg	30		single					unhealthy	intramuscular			https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016194s081lbl.pdf	Homo sapiens										Initiate the dosing regimen for each patient individually, taking into account the patient's severity of pain, patient response, prior analgesic treatment experience, and risk factors for addiction, abuse, and misuse. The recommended single parenteral dose is 30 mg by intramuscular, subcutaneous, or intravenous route.															
4726	2286					Highest studied dose	mg	17.4		multiple			day	1	unhealthy	transdermal			https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/022083lbl.pdf	Homo sapiens													303									8	week		
4727	2286					MTD	mg	10		multiple			day	1	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/10362894	Homo sapiens							mean						45									8	week		
4728	2286					Overdose	mg	12		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/28328690	Homo sapiens						3				6 mL of Exelon solution (2 mg/1 mL), which contains 12 mg of rivastigmine (as tartrate).			1						3						
4729	2286					Overdose	mg	288		single					unknown	oral	M		https://pubmed.ncbi.nlm.nih.gov/16440521	Homo sapiens						59				48 tablets of Exelon1 (288 mg of rivastigmine)			1		280 mg, single			citalopram	59						
4730	2286					Overdose	mg	9.5		multiple			day	6	unhealthy	transdermal	M		https://pubmed.ncbi.nlm.nih.gov/22663954	Homo sapiens						87							1	dementia					87			1	day		
4731	2286					Overdose	mg	90		single					unknown	oral	M		https://pubmed.ncbi.nlm.nih.gov/16373816	Homo sapiens						38							1						38						
4732	2286					Recommended	mg	6		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20823lbl.pdf	Homo sapiens										12 week forced dose titration phase			1189									12	week		
4733	2287		adult			Recommended	mg	1000		multiple			day	2	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020628s034-021785s011lbl.pdf	Homo sapiens													148	HIV-1 infection	100 mg; 2/day			ritonavir							
4734	2287		adult				mg	1600		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/16926775/	Homo sapiens													81	HIV-1 infection	100 mg; 1/day			ritonavir				48	week		
4735	2288		adult			Highest studied dose	mg	12		multiple			day	1	unhealthy	transdermal	M+F		https://pubmed.ncbi.nlm.nih.gov/17568687/	Homo sapiens										Selegiline transdermal system (STS) dose delivered per 24 h: 3 mg (10 cm2) only, 6 mg (20 cm2) only, or 9 mg (30 cm2) or 12 mg (40 cm2) as maximum dose received. Overall STS exposure in the clinical trials was: up to 12 weeks (n= 1238); 12 to 24 weeks (n= 538); 24 to 48 weeks (n= 205); and over 48 weeks (n= 55).			116	major depressive disorder								48	week		
4736	2288		adult			Recommended	mg	12		multiple			day	1	unhealthy	transdermal	M+F		https://pubmed.ncbi.nlm.nih.gov/17568687/	Homo sapiens							max			Selegiline transdermal system (STS) dose delivered per 24 h: 3 mg (10 cm2) only, 6 mg (20 cm2) only, or 9 mg (30 cm2) or 12 mg (40 cm2) as maximum dose received. Overall STS exposure in the clinical trials was: up to 12 weeks (n= 1238); 12 to 24 weeks (n= 538); 24 to 48 weeks (n= 205); and over 48 weeks (n= 55).			817	major depressive disorder								48	week		
4737	2288		adult			Recommended	mg	2.5		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021479s003s004lbl.pdf	Homo sapiens										Orally Disintegrating Tablets are available for oral administration (not to be swallowed). Because the controlled trials performed during premarketing development both used a titration design (1.25 mg per day for 6 weeks, followed by 2.5 mg per day for 6 weeks), with a resultant confounding of time and dose, it was impossible to adequately evaluate the effects of dose on the incidence of adverse events.			194	Parkinson’s disease				levodopa				6	week		
4738	2288		adult				mg	6		steady			day	1	unhealthy	transdermal	M+F		https://clinicaltrials.gov/ct2/show/NCT01330030	Homo sapiens													121	Nicotine Dependence								8	week		
4739	2288		child				mg	12		steady			day	1	unhealthy	transdermal	M+F		https://clinicaltrials.gov/ct2/show/NCT00531947	Homo sapiens							max|total daily dose			EMSAM 6mg, 9mg, or 12mg Flexible Dose- 1 patch/24 hours			152	Major Depression								12	week		
4740	2289		adult			Highest studied dose	mg	100		single					unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020132s028,020626s025lbl.pdf	Homo sapiens										relief of an attack			437	migraine with or without aura											
