id	adverseevents_frequency	adverseevents_frequency_units	adverseevents_liability	adverseevents_severity	adverseevents_type	adverseevents_comment	adverseevents_dlt	tox_id
23942	1 pts		Dizziness		discontinuation	leads to discontinuation		3404
23943	1 pts		Excess sweating		discontinuation	leads to discontinuation		3404
23944	1 pts		Diarrhoea		discontinuation	leads to discontinuation		3404
23945	1 pts		Metabolic acidosis exacerbated		discontinuation	leads to discontinuation		3406
23946	1 pts		Nystagmus		discontinuation	leads to discontinuation		3400
23947	1 pts		Seizure		discontinuation	leads to discontinuation		3405
23948	1 pts		Drowsiness		discontinuation	leads to discontinuation		3407
23949	1 pts		Anemia	grade 1	discontinuation	leads to discontinuation		3408
23950	17		Diarrhea	grade 3-4				3399
23951	1 pts		Cardiac arrhythmia	grade 5	discontinuation	consequence of grade 4 diarrhea		3399
23952	9		Asthenia					3401
23953	63		Headache					3401
23954	53		Malaise					3401
23955	20		Anorexia					3401
23956	6		Constipation					3401
23957	51		Nausea					3401
23958	17		Vomiting					3401
23959	1		Anemia					3401
23960	2		Granulocytopenia					3401
23961	3		ALT increased	grade 2-3				3401
23962	1		AST increased	grade 2-3				3401
23963	25		Fever					3402
23964	11		Hepatomegaly					3402
23965	8		Nausea and vomiting					3402
23966	8		Diarrhea					3402
23967	6		Stomatitis					3402
23968	5		Splenomegaly					3402
23969	15		Cough					3402
23970	7		Breath sounds abnormal					3402
23971	7		Ear disorders NEC					3402
23972	8		Congestion nasal					3402
23973	12		Skin rash					3402
23974	9		Lymphadenopathy					3402
23975	8		Neutropenia					3402
23976	4		Anemia					3402
23977	1		Thrombocytopenia					3402
23978	1		ALT increased	grade 3				3402
23979	2		AST increased	grade 3				3402
23980	3		Lipase increased					3402
23981	3		Amylase increased	grade 2-3				3402
23982	1 pts		Allergic reaction to drug	serious				3409
23983	1 pts		Colitis	serious				3409
23984	1 pts		Congestive heart failure	serious				3409
23985	1 pts		Lung cancer	serious				3409
23986	1 pts		Myocardial infarction	serious				3409
23987	1 pts		Respiratory failure	serious				3409
23988	9 pts		Dyspnea	below serious				3409
23989	0.4		Taste abnormality		discontinuation	The most frequently reported adverse event was unusual taste (11.0% of attacks overall), as a result of which three (0.4%) patients who were administered zolmitriptan nasal spray 5mg withdrew from the study.		3410
23990	0.4		Migraine aggravated		discontinuation			3410
23991			Arrhythmia		discontinuation	WARNINGS		3412
23992			Cerebral hemorrhage		discontinuation	WARNINGS		3412
23993			Subarachnoid hemorrhage		discontinuation	WARNINGS		3412
23994			Stroke		discontinuation	WARNINGS		3412
23995			Gastrointestinal ischemia		discontinuation	WARNINGS		3412
23996			Peripheral vasoconstriction		discontinuation	WARNINGS		3412
23997			Serotonin syndrome		discontinuation	WARNINGS		3412
23998			Sedation					3411
23999	1 pts		Status epilepticus	serious				3416
24000	1 pts		Abdominal pain	serious				3416
24001	1 pts		Cholelithiasis	serious				3416
24002	1 pts		Blood glucose decreased	serious				3416
24003	1 pts		Weight decreased	serious				3416
24004	1 pts		Dehydration	serious				3416
24005	7 pts		Decreased appetite	below serious				3416
24006	1 pts		Fatigue	below serious				3417
24007	1 pts		Gait disturbance	below serious				3417
24008	1 pts		Nasopharyngitis	below serious				3417
24009	1 pts		Urinary tract infection	below serious				3417
24010	1 pts		Dizziness	below serious				3417
24011	1 pts		Postictal headache	below serious				3417
24012	1 pts		Vomiting	below serious				3418
24013	1 pts		Dizziness	below serious				3418
24014	1 pts		Somnolence	below serious				3418
24015	2 pts		Depressed mood	below serious				3414
24016	1 pts		Rash	below serious				3414
24017	1 pts		Itching	below serious				3414
24018	2 pts		Libido decreased	below serious				3414
24019	2 pts		Mood swings	below serious				3414
24020	1 pts		Restlessness	below serious				3414
24021	2 pts		Irritability	below serious				3414
24022	2 pts		Confusion	below serious				3414
24023	1 pts		Memory loss of	below serious				3414
24024	1 pts		Attention concentration difficulty	below serious				3414
24025	1 pts		Slow movement	below serious				3414
24026	1 pts		Sweating decreased	below serious				3414
24027	1 pts		Thirst excessive	below serious				3414
24028	1 pts		Appetite lost	below serious				3414
24029	1 pts		Aggressive behavior	below serious				3414
24030	1 pts		Difficulty sleeping	below serious				3414
24031	1 pts		Impotence	below serious				3414
24032	3 pts		Suicidal ideation	serious				3415
24033	1 pts		Homicidal ideation	serious				3415
24034						impossible to link AEs with the definite dose		3419
24035	1		Vomiting			suicide attempt		3420
24036	1		Somnolence					3420
24037	1		Emesis			suicide attempt		3422
24038	1		Coma			suicide attempt		3421
24039	6		Somnolence		discontinuation	leads to discontinuation		3413
24040	6		Fatigue		discontinuation	leads to discontinuation		3413
24041	6		Ataxia		discontinuation	leads to discontinuation		3413
24042	3		Anorexia		discontinuation	leads to discontinuation		3413
24043	2		Attention concentration difficulty		discontinuation	leads to discontinuation		3413
24044	2		Memory impairment		discontinuation	leads to discontinuation		3413
24045	2		Mental retardation		discontinuation	leads to discontinuation		3413
24046	2		Nausea		discontinuation	leads to discontinuation		3413
24047	2		Vomiting		discontinuation	leads to discontinuation		3413
24048	1		Weight loss		discontinuation	leads to discontinuation		3413
24049	2 pts		Libido decreased					3424
24050	11 pts		Libido decreased					3423
24051	1 pts		Ascites	serious				3428
24052	1 pts		Ileus	serious				3428
24053	1 pts		Electrolyte imbalance	serious				3428
24054	1 pts		Failure to thrive	serious				3428
24055	1 pts		Syncope	serious				3428
24056	2 pts		Wound infection	serious				3428
24057	1 pts		Wound complication	serious				3428
24058	1 pts		Mania	serious				3428
24059	3 pts		Hypertension	below serious				3428
24060	18 pts		Constipation	below serious				3428
24061	6 pts		Diarrhea	below serious				3428
24062	1 pts		Dyspepsia	below serious				3428
24063	20 pts		Nausea	below serious				3428
24064	9 pts		Vomiting	below serious				3428
24065	4 pts		Anorexia	below serious				3428
24066	1 pts		Esophagitis	below serious				3428
24067	1 pts		Gastroparesis	below serious				3428
24068	3 pts		Weight loss	below serious				3428
24069	4 pts		Leukocytosis	below serious				3428
24070	1 pts		International normalized ratio increased	below serious				3428
24071	8 pts		Electrolyte imbalance	below serious				3428
24072	2 pts		Hypomagnesemia	below serious				3428
24073	2 pts		Elevated liver enzymes	below serious				3428
24074	3 pts		Delirium	below serious				3428
24075	1 pts		Insomnia	below serious				3428
24076	3 pts		Sensory neuropathy	below serious				3428
24077	1 pts		Cystostomy	below serious				3428
24078	1 pts		Pelvic abscess	below serious				3428
24079	1 pts		Urinary tract obstruction	below serious				3428
24080	6 pts		Bladder and urethral symptoms	below serious				3428
24081	1 pts		Allergic reaction to chemotherapy	below serious				3428
24082	2 pts		Pneumonitis	below serious				3428
24083	2 pts		Pneumothorax	below serious				3428
24084	7 pts		Wound infection	below serious				3428
24085	2 pts		Skin infection	below serious				3428
24086						WARNING: FOR SHORT-TERM HOSPITAL USE ONLY		3427
24087						No AEs are reported		3425
24088						No AEs are reported		3426
24089	2.3		Drug hypersensitivity		discontinuation			3430
24090	2.3		Skin rash		discontinuation			3430
24091			Abnormal liver function tests		discontinuation	WARNING		3432
24092			Hepatitis		discontinuation	WARNING		3432
24093			Hepatic failure		discontinuation	WARNING		3432
24094			Hypersensitivity		discontinuation	WARNING		3432
24095			Anaphylaxis		discontinuation	WARNING		3432
24096			Rash		discontinuation	WARNING		3432
24097			Urticaria		discontinuation	WARNING		3432
24098			Flushing		discontinuation	WARNING		3432
24099			Pruritus		discontinuation	WARNING		3432
24100			Bronchospasm		discontinuation	WARNING		3432
24101			Dyspnea		discontinuation	WARNING		3432
24102			Hypotension		discontinuation	WARNING		3432
24103			Multi-organ failure		discontinuation			3431
24104						No clinical adverse events were reported		3429
24105	10 pts		Pharyngitis	below serious				3433
24106						No adverse reactions leading to discontinuation were reported		3434
24107						No AEs reported		3435
24108						Adverse event rates were similar between drugs and placebo groups		3436
24109			Hypotension		discontinuation			3437
24110			Hypertension		discontinuation			3437
24111			Haemorrhage		discontinuation			3437
24112			Flushing		discontinuation			3437
24113			Pallor		discontinuation			3437
24114			Atrial fibrillation		discontinuation			3437
24115			Ventricular fibrillation		discontinuation			3437
24116			Bradycardia		discontinuation			3437
24117			Myocardial infarction		discontinuation			3437
24118			Tachycardia		discontinuation			3437
24119			Supraventricular tachycardia		discontinuation			3437
24120			Atrial flutter		discontinuation			3437
24121			Atrioventricular block complete		discontinuation			3437
24122			Atrioventricular block second degree		discontinuation			3437
24123			Cardiac failure congestive		discontinuation			3437
24124			Cardio-respiratory arrest		discontinuation			3437
24125			Low cardiac output syndrome		discontinuation			3437
24126			Myocardial ischaemia		discontinuation			3437
24127			Supraventricular extrasystoles		discontinuation			3437
24128			Ventricular tachycardia		discontinuation			3437
24129			Hypoxia		discontinuation			3437
24130			Acute respiratory failure		discontinuation			3437
24131			Pulmonary hypertension		discontinuation			3437
24132			Respiratory arrest		discontinuation			3437
24133			Incision site complication		discontinuation			3437
24134			Thrombocytopenia		discontinuation			3437
24135						No AEs are reported		3442
24136						No AEs are reported		3441
24137						No AEs are reported		3440
24138						AEs hardly any were severe		3439
24139	7		Somnolence		discontinuation	leads to discontinuation		3438
24140	4		Depression		discontinuation	leads to discontinuation		3438
24141	1		Nervousness		discontinuation	leads to discontinuation		3438
24142	1		Dizziness		discontinuation	leads to discontinuation		3438
24143	1		Ataxia		discontinuation	leads to discontinuation		3438
24144	1		Intellectual disability		discontinuation	leads to discontinuation		3438
24145						No information on AE is provided		3444
24146	1 pts		Headache					3445
24147	1 pts		Nausea					3445
24148	1 pts		Rhinitis					3445
24149	1 pts		Anxiety					3443
24150	1 pts		Incoordination					3443
24151	1 pts		Nervousness					3443
24152	1 pts		Breast mass	serious				3450
24153	12 pts		Abdominal pain upper	below serious				3450
24154	8 pts		Hypertriglyceridaemia	below serious				3450
24155	4 pts		Renal insufficiency	below serious				3448
24156	4 pts		Gastrointestinal upset	below serious				3448
24157	2 pts		Hyperkalemia	below serious				3448
24158	1 pts		Hypertension	below serious				3448
24159	1 pts		Tremor	below serious				3448
24160	1 pts		Cramp muscle	below serious				3448
24161	1 pts		Hypertension					3449
24162	1 pts		Superficial thrombophlebitis					3449
24163	2 pts		Headache					3449
24164	1 pts		Vomiting					3449
24165	4 pts		Hypokalemia					3449
24166	2 pts		Hypomagnesemia					3449
24167	2 pts		Myalgia					3449
24168			Vomiting					3446
24169			Drowsiness					3446
24170			Headache					3446
24171			Tachycardia					3446
24172			Impaired renal function	grade 2				3446
24173	1 pts		Musculoskeletal disorder	moderate	discontinuation	leads to discontinuation		3447
24174	1 pts		Connective tissue disorders	moderate	discontinuation	leads to discontinuation		3447
24175	11 pts		General system disorders NEC	grade 1-2	discontinuation	leads to discontinuation		3447
24176	11 pts		Instillation site pain	mild	discontinuation	leads to discontinuation		3447
24177	1 pts		Instillation site pruritus	mild	discontinuation	leads to discontinuation		3447
24178	1 pts		Candida infection	moderate	discontinuation	leads to discontinuation		3447
24179	1 pts		Macular fibrosis	mild	discontinuation	leads to discontinuation		3447
24180	1 pts		Sinusitis	mild	discontinuation	leads to discontinuation		3447
24181	1 pts		Vision blurred	mild	discontinuation	leads to discontinuation		3447
24182	1 pts		Eye irritation	mild	discontinuation	leads to discontinuation		3447
24183	1 pts		Conjunctival hyperemia	moderate	discontinuation	leads to discontinuation		3447
24184	1 pts		Foreign body sensation in eyes	severe	discontinuation	leads to discontinuation		3447
24185	2 pts		Headache	grade 1-2	discontinuation	leads to discontinuation		3447
24186	2 pts		Eye pain	mild	discontinuation	leads to discontinuation		3447
24187	1 pts		Throat irritation	mild				3447
24188	1 pts		Nausea					3452
24189	1 pts		Vomiting					3455
24190	1 pts		Dry mouth					3455
24191	1 pts		Epigastric distress					3451
24192	1 pts		Constipation					3453
24193	1 pts		Dizziness					3453
24194	1 pts		Light headedness					3454
24195	1 pts		Drowsiness					3456
24196	1 pts		Headache					3456
24197	1 pts		Diabetes	serious				3460
24198	1 pts		Concussion	serious				3460
24199	1 pts		Stomach flu	serious				3460
24200	5 pts		Nausea	below serious				3460
24201	4 pts		GI upset	below serious				3460
24202	3 pts		Headache	below serious				3458
24203	2 pts		Lightheadedness	below serious				3458
24204	4 pts		Drowsiness	below serious				3458
24205	4 pts		Lightheadedness	below serious				3461
24206	5 pts		Drowsiness	below serious				3461
24207	6 pts		Flushing	below serious				3459
24208	2 pts		Light-headed	below serious				3459
24209	2 pts		Thinking slow	below serious				3459
24210	7 pts		Dizziness	below serious				3462
24211	5 pts		Light-headed	below serious				3462
24212	6 pts		Thinking slow	below serious				3462
24213	2.5		Tachycardia					3457
24214	2.5		Palpitations					3457
24215	7.5		Asthenopia					3457
24216	2.5		Photophobia					3457
24217	5		Conjunctival hyperaemia					3457
24218	2.5		Vision blurred					3457
24219	2.5		Eye irritation					3457
24220	40		Dry mouth					3457
24221	30		Fatigue					3457
24222	5		Feeling of relaxation					3457
24223	10		Hunger					3457
24224	5		Feeling hot					3457
24225	5		Thirst					3457
24226	2.5		Chills					3457
24227	2.5		Upper respiratory tract infection					3457
24228	2.5		Hordeolum					3457
24229	7.5		Increased appetite					3457
24230	2.5		Polydipsia					3457
24231	2.5		Sensation of heaviness					3457
24232	2.5		Muscle spasms					3457
24233	37.5		Somnolence					3457
24234	10		Headache					3457
24235	5		Dizziness					3457
24236	2.5		Paraesthesia					3457
24237	5		Dysgeusia					3457
24238	2.5		Hypoaesthesia					3457
24239	2.5		Hypotonia					3457
24240						No AEs are reported		3464
24241	1 pts		Hallucinations		discontinuation	leads to discontinuation		3466
24242	1 pts		Delirium		discontinuation	leads to discontinuation		3466
24243	1 pts		Encephalopathy		discontinuation	leads to discontinuation		3467
24244	1 pts		Diarrhea					3465
24245	1 pts		Dizziness					3465
24246	1 pts		Rash		discontinuation	leads to discontinuation		3463
24247	1 pts		Confusion		discontinuation	leads to discontinuation		3463
24248	1 pts		Seizure		discontinuation	leads to discontinuation		3463
24249	1 pts		Thrombocytopenia		discontinuation	leads to discontinuation		3463
